Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"de Los Angeles, Guerrero Aguilera María",57188548791,Tactile stimulation effects on hippocampal neurogenesis and spatial learning and memory in prenatally stressed rats,"de los Angeles, G.A.M.| del Carmen, R.O.M.| Wendy, P.M.| Socorro, R.-M.",4.0,57188548791| 7202754820| 57188566332| 55989788400,2016.0,2016-06-01,Brain Research Bulletin,124,-,1-11,-,ISSN-03619230,14347.0,Journal,Elsevier Inc.,English,0.86,37,4.9,40,1.22,37,0.88,31.0,27.0,0.31,13.08,21.0,56.0,0.0,0.0,"de los Angeles, G.A.M., del Carmen, R.O.M., Wendy, P.M. and 1 more (...) (2016).Tactile stimulation effects on hippocampal neurogenesis and spatial learning and memory in prenatally stressed rats. Brain Research Bulletin,1241-11",https://www.scopus.com/record/display.url?eid=2-s2.0-84961620850&origin=resultslist,10.1016/j.brainresbull.2016.03.003,Article,,2-s2.0-84961620850,26993794,Universidad Autónoma Metropolitana| Instituto Nacional de Neurologia y Neurocirugia| Universidad Nacional Autónoma de México,505017| 505040| 505023,Government| Academic,3.0,60028381| 60000029| 60104078| 60172283,"Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Nacional de Neurología y Neurocirugía| Instituto de Neurobiología, UNAM| UNAM campus Juriquilla",57188548791,55989788400,55989788400,-,Mexico,1.0,2800,General Neuroscience,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,52| 32,Psychology| Biomedical And Clinical Sciences,5202| 3209,Biological psychology| Neurosciences,-,Postpartum Depression and Maternal Mental Health Insights,983,66.122,Prenatal Stress Effects on Offspring Development,6216,95.205,Very Good,Nacional,3.0
