Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Solano, Sergio Paolo D.",35280732300,"Trabajadores, jornales, carestía y crisis política en Cartagena de Indias, 1750-1810","Solano, S.D.P.",1.0,35280732300,2018.0,2018-01-01,Historia (Chile),51,2,549-588,-,ISSN-00732435,21100202750.0,Journal,Pontificia Universidad Catolica de Chile,Spanish,0.47,67,0.4,36,0.144,38,1.14,28.0,7.0,0.75,2.66,49.0,37.0,0.0,2.0,"Solano, S.D.P. (2018).Trabajadores, jornales, carestía y crisis política en Cartagena de Indias, 1750-1810. Historia (Chile),51(2) 549-588",https://www.scopus.com/record/display.url?eid=2-s2.0-85063588971&origin=resultslist,-,Article,,2-s2.0-85063588971,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,-,-,35280732300,35280732300,Mexico,1.0,1202| 1207| 3316,History| History and Philosophy of Science| Cultural Studies,1| 3,Arts & Humanities| Social Sciences & Management,311| 126,Communication & Media Studies| History,40| 33,Social Sciences| Arts and Humanities,38| 45| 44,Economics| Indigenous Studies| Human Society,3801| 4519| 4401,"Applied economics| Other Indigenous data, methodologies and global Indigenous studies| Anthropology",-,Cultural Dynamics and Social Integration in Latin America,1456,4.709,Economic Dynamics in Eighteenth Century New Granada,49359,19.856,Definitive,Personal,1.0
