Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Gómez de Santiago, Miguel",57407666000,Extended law of corresponding states: Square-well oblates,"Gómez De Santiago, M.| Gurin, P.| Varga, S.| Odriozola, G.",4.0,57407666000| 6604028863| 35610370500| 6701323124,2022.0,2022-03-09,Journal of Physics Condensed Matter,34,10,-,104002,ISSN-09538984,28567.0,Journal,IOP Publishing Ltd,English,0.81,41,4.6,37,0.685,29,0.49,11.0,5.0,0.29,14.01,46.0,62.0,0.0,0.0,"Gómez De Santiago, M., Gurin, P., Varga, S. and 1 more (...) (2022).Extended law of corresponding states: Square-well oblates. Journal of Physics Condensed Matter,34(10) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85122616494&origin=resultslist,10.1088/1361-648X/ac3fd8,Article,,2-s2.0-85122616494,34874295,Universidad Autónoma Metropolitana| University of Pannonia,505017| 318014,Academic,2.0,60023193| 60024419,Universidad Autónoma Metropolitana - Azcapotzalco| Pannon Egyetem,57407666000,6701323124,6701323124,-,Mexico| Hungary,2.0,2500| 3104,General Materials Science| Condensed Matter Physics,4| 2,Natural Sciences| Engineering & Technology,433| 439,Materials Science| Physics & Astronomy,36| 37,Engineering| Physical Sciences,51| 40,Physical Sciences| Engineering,5104| 4016| 4018,Condensed matter physics| Materials engineering| Nanotechnology,-,Interactions of Gas Hydrates and Colloidal Particles,605,46.501,Thermodynamic Properties of Complex Fluid Mixtures,12323,46.454,Very Good,Internacional,1.0
