Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Uraga-Tovar, D. Italibi",56560250500,Methodology for determining runoff coefficients using open access images and classification open source algorithms,"Uraga-Tovar, D.I.| Tapia-Silva, F.O.| López-Caloca, A.A.| Gómez-Reyes, E.",4.0,56560250500| 56000747700| 6505777402| 6507771177,2021.0,2021-01-01,Tecnologia y Ciencias del Agua,12,5,-,30,ISSN-01878336,20500195022.0,Journal,Instituto Mexicano de Tecnologia del Agua,English,0.27,79,0.5,85,0.158,83,0.41,11.0,0.0,0.0,12.45,82.0,79.0,0.0,0.0,"Uraga-Tovar, D.I., Tapia-Silva, F.O., López-Caloca, A.A. and 1 more (...) (2021).Methodology for determining runoff coefficients using open access images and classification open source algorithms. Tecnologia y Ciencias del Agua,12(5) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85113161385&origin=resultslist,10.1158/1078-0432.CCR-21-0775,Article,Bronze,2-s2.0-85113161385,-,"Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana| Centro de Investigación en Geografía y Geomática ""Ing. Jorge L. Tamayo"" A.C.",704696| 505017| 714709,Other| Academic| Government,3.0,60028381| 60094757| 126430519,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Centro de Investigación en Ciencias de Información Geoespacial| Delegación Tlalpan,56560250500,6507771177,56560250500,-,Mexico,1.0,2205| 2312,Civil and Structural Engineering| Water Science and Technology,2,Engineering & Technology,424| 220,Environmental Sciences| Engineering - Civil & Structural,37| 36,Physical Sciences| Engineering,40| 37,Engineering| Earth Sciences,3709| 3707| 4004,Physical geography and environmental geoscience| Hydrology| Chemical engineering,-,Image Classification and Mapping,158,93.852,Innovative Approaches in Hyperspectral Band Selection,15099,90.075,Definitive,Nacional,3.0
