Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Herrera, Ana Amuchástegui",7102416850,"‘If you aren’t married yet, you’ll be married to your treatment from now on’: embodied mediations in a women’s HIV peer advisory project in Mexico","Herrera, A.A.| Sánchez, A.O.",2.0,7102416850| 57221303470,2022.0,2022-01-01,"Culture, Health and Sexuality",24,3,406-420,-,ISSN-13691058,14236.0,Journal,Routledge,English,1.31,17,4.5,21,0.842,21,0.18,12.0,0.0,0.0,9.46,81.0,80.0,0.0,0.0,"Herrera, A.A., Sánchez, A.O. (2022).‘If you aren’t married yet, you’ll be married to your treatment from now on’: embodied mediations in a women’s HIV peer advisory project in Mexico. Culture, Health and Sexuality,24(3) 406-420",https://www.scopus.com/record/display.url?eid=2-s2.0-85098791559&origin=resultslist,10.1080/13691058.2020.1852312,Article,,2-s2.0-85098791559,33393881,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60010210| 60032442| 60029824,"Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Nacional Autónoma de México| Universidad Nacional Autónoma de México, Facultad de Estudios Superiores Zaragoza",7102416850,57221303470,7102416850,-,Mexico,1.0,2739| 3306,"Public Health, Environmental and Occupational Health| Health (social science)",3| 5,Social Sciences & Management| Life Sciences & Medicine,532,Medicine,40| 34,Social Sciences| Medical and Health,42| 44,Health Sciences| Human Society,4206| 4401| 4405,Public health| Anthropology| Gender studies,SDG 3| SDG 5,Sexual Behavior and Health Among Adolescents,597,51.014,HIV Risks and Vulnerabilities Among Migrant Populations,31355,38.041,Weak,Nacional,2.0
