Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Montaño Hirose, Luis",57219596023,Crossroads and challenges for organizational studies. A reflection from institutional perspectives,"Montaño Hirose, L.",1.0,57219596023,2020.0,2020-01-01,Innovar,30,78,19-34,-,ISSN-01215051,11600153630.0,Journal,Universidad Nacional de Colombia,Spanish,0.45,67,0.7,59,0.156,72,0.68,35.0,5.0,0.38,10.57,54.0,53.0,0.0,0.0,"Montaño Hirose, L. (2020).Crossroads and challenges for organizational studies. A reflection from institutional perspectives. Innovar,30(78) 19-34",https://www.scopus.com/record/display.url?eid=2-s2.0-85094098760&origin=resultslist,10.15446/innovar.v30n78.90304,Article,Gold|Green,2-s2.0-85094098760,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,57219596023,57219596023,Mexico,1.0,1402| 1406| 1408| 3312| 3321,Accounting| Marketing| Strategy and Management| Sociology and Political Science| Public Administration,3,Social Sciences & Management,308| 335| 301| 340| 348| 342,Business & Management Studies| Marketing| Accounting & Finance| Politics & International Studies| Social Policy & Administration| Sociology,35| 40,Business and Economics| Social Sciences,35,"Commerce, Management, Tourism And Services",3502| 3507| 3501,"Banking, finance and investment| Strategy, management and organisational behaviour| Accounting, auditing and accountability",-,Institutional Change in Public Sector Management Accounting,940,71.027,Institutional Change and Organizational Legitimacy Dynamics,979,98.904,Very Good,Personal,1.0
