Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Drago-Serrano, Elisa Maria",57208907829,Analysis of inflammatory cytokine expression in the urinary tract of BALB/c mice infected with Proteus (P.) mirabilis and enteroaggregative Escherichia (E.) coli (EAEC) strains,"Melendez-Avalos, A.| Sainz-Espuñes, T.| Castrillón-Rivera, L.E.| Mendoza-Pérez, F.| Palma-Ramos, A.| Castañeda-Sánchez, J.I.| Drago-Serrano, E.M.",7.0,57194731689| 26666383400| 6505762733| 6508238591| 57192912485| 26657168500| 57208907829,2020.0,2020-02-01,Folia Microbiologica,65,1,133-142,-,ISSN-00155632,17487.0,Journal,Springer,English,0.86,40,3.4,63,0.537,52,0.63,18.0,3.0,0.0,14.86,62.0,78.0,0.0,0.0,"Melendez-Avalos, A., Sainz-Espuñes, T., Castrillón-Rivera, L.E. and 4 more (...) (2020).Analysis of inflammatory cytokine expression in the urinary tract of BALB/c mice infected with Proteus (P.) mirabilis and enteroaggregative Escherichia (E.) coli (EAEC) strains. Folia Microbiologica,65(1) 133-142",https://www.scopus.com/record/display.url?eid=2-s2.0-85066092768&origin=resultslist,10.1007/s12223-019-00714-2,Article,,2-s2.0-85066092768,31104302,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,57194731689,57208907829,57208907829,-,Mexico,1.0,2404,Microbiology,5,Life Sciences & Medicine,507,Biological Sciences,32,Life Sciences,32| 31,Biomedical And Clinical Sciences| Biological Sciences,3207| 3107,Medical microbiology| Microbiology,-,Quorum Sensing and Biofilm Dynamics in Bacteria,299,80.118,Virulence Factors and Motility in Proteus Mirabilis,32241,78.358,Very Good,UAM,1.0
