Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ocampo, Azucena",57203942813,Assessment of Prostaglandin-Endoperoxide Synthase 2 and Versican gene expression profile from the cumulus cells: association with better in vitro fertilization outcomes,"Ocampo, A.| Pedraza, J.| Ortiz, G.| Hernández-Pérez, E.| Porchia, L.| López-Bayghen, E.",6.0,57203942813| 57203943977| 57203939067| 57201653577| 22942332800| 57208480532,2018.0,2018-09-21,Journal of Ovarian Research,11,1,-,169,ISSN-17572215,19700174927.0,Journal,BioMed Central Ltd.,English,0.96,33,4.2,22,0.938,24,0.61,12.0,12.0,0.1,10.17,38.0,71.0,0.0,0.0,"Ocampo, A., Pedraza, J., Ortiz, G. and 3 more (...) (2018).Assessment of Prostaglandin-Endoperoxide Synthase 2 and Versican gene expression profile from the cumulus cells: association with better in vitro fertilization outcomes. Journal of Ovarian Research,11(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85053707870&origin=resultslist,10.1186/s13048-018-0456-2,Article,Gold|Green,2-s2.0-85053707870,30241554,Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505002| 505017| 505011,Government| Academic,3.0,118781672| 60019176| 60017323| 60028381,Instituto de Infertilidad y Genética| Instituto Politécnico Nacional| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana -Unidad Iztapalapa,57203942813,57208480532,57208480532,-,Mexico,1.0,2729| 2730,Obstetrics and Gynecology| Oncology,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32,Biomedical And Clinical Sciences,3211| 3215,Oncology and carcinogenesis| Reproductive medicine,-,Gene Expression and Embryo Development in Reproductive Biology,519,52.322,Oocyte Competence and Granulosa Cell Interactions,6228,94.879,Definitive,Nacional,3.0
