Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Castellón, Luz Mary Valdez",57196550415,"Comparison of the social profile of individuals accused of crime of ""infidencia"" in the Independence Wars of Mexico and Venezuela, 1809-1820","Castellón, L.M.V.",1.0,57196550415,2022.0,2022-07-31,Trashumante,-,20,238-262,-,ISSN-23229381,21100792502.0,Journal,Universidad de Antioquia,Spanish,0.35,75,0.2,62,0.103,80,1.8,26.0,0.0,0.0,2.54,81.0,80.0,0.0,0.0,"Castellón, L.M.V. (2022).Comparison of the social profile of individuals accused of crime of ""infidencia"" in the Independence Wars of Mexico and Venezuela, 1809-1820. Trashumante,(20) 238-262",https://www.scopus.com/record/display.url?eid=2-s2.0-85142029275&origin=resultslist,10.17533/udea.trahs.n20a12,Article,Gold,2-s2.0-85142029275,-,Universidad Autónoma Metropolitana| Universidad de Santander,505017| 719170,Academic,2.0,60014923| 60023193| 60106657,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana - Azcapotzalco| Universidad de Santander,-,-,57196550415,57196550415,Mexico| Colombia,2.0,1202| 3300,History| General Social Sciences,1| 3,Arts & Humanities| Social Sciences & Management,126,History,40| 33,Social Sciences| Arts and Humanities,50| 44| 38,Philosophy And Religious Studies| Human Society| Economics,4401| 3801| 5002,Anthropology| Applied economics| History and philosophy of specific fields,-,Cultural Dynamics and Social Integration in Latin America,1456,4.709,Cultural and Political Dynamics of Mexican Independence,69489,8.513,Definitive,Personal,1.0
