Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Gonzalez-Cedillo, Carolina",57218595384,Passenger-surface microbiome interactions in the subway of Mexico City,"Vargas-Robles, D.| Gonzalez-Cedillo, C.| Hernandez, A.M.| Alcaraz, L.D.| Peimbert, M.",5.0,57200033292| 57218595384| 57203599353| 24333969000| 24281726300,2020.0,2020-08-01,PLoS ONE,15,8,-,e0237272,ISSN-19326203,10600153309.0,Journal,Public Library of Science,English,1.33,18,5.3,8,0.99,10,0.32,13.0,23.0,0.48,23.0,21.0,48.0,0.0,0.0,"Vargas-Robles, D., Gonzalez-Cedillo, C., Hernandez, A.M. and 2 more (...) (2020).Passenger-surface microbiome interactions in the subway of Mexico City. PLoS ONE,15(8) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85089714294&origin=resultslist,10.1371/journal.pone.0237272,Article,Gold|Green,2-s2.0-85089714294,32813719,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60024080| 60032442,Universidad Autónoma Metropolitana Unidad Cuajimalpa| Universidad Nacional Autónoma de México,57200033292,24281726300,24281726300,-,Mexico,1.0,1000,Multidisciplinary,-,-,-,-,-,-,MD,Multidisciplinary,MD,Multidisciplinary,-,Gut Microbiota and Its Role in Health,80,99.215,Microbiome Dynamics in Skin Health and Disease,17854,98.33,Defensible,Nacional,2.0
