Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Méndez-Salazar, Sandra",57224458526,Effect of the Oxygen Vacancies in CeO2 by the Ce3+ Incorporation to Enhance the Photocatalytic Mineralization of Phenol,"Méndez-Salazar, S.| Aguilar-Martínez, O.| Piña-Pérez, Y.| Pérez-Hernández, R.| Santolalla-Vargas, C.E.| Gómez, R.| Tzompantzi, F.",7.0,57224458526| 55953521700| 57195458194| 16480852200| 56600701100| 55568514480| 55993626500,2021.0,2021-04-15,ChemistrySelect,6,14,3435-3443,-,ISSN-23656549,21100850505.0,Journal,John Wiley and Sons Inc,English,0.45,68,3.6,43,0.407,47,1.82,52.0,19.0,0.6,18.28,21.0,43.0,0.0,0.0,"Méndez-Salazar, S., Aguilar-Martínez, O., Piña-Pérez, Y. and 4 more (...) (2021).Effect of the Oxygen Vacancies in CeO2 by the Ce3+ Incorporation to Enhance the Photocatalytic Mineralization of Phenol. ChemistrySelect,6(14) 3435-3443",https://www.scopus.com/record/display.url?eid=2-s2.0-85107570231&origin=resultslist,10.1002/slct.202100459,Article,,2-s2.0-85107570231,-,Universidad Autónoma Metropolitana| Instituto Nacional de Investigaciones Nucleares| Instituto Politécnico Nacional,505017| 505039| 505011,Government| Academic,3.0,60028381| 60010532| 60019176,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Nacional de Investigaciones Nucleares| Instituto Politécnico Nacional,57224458526,55993626500,57195458194,-,Mexico,1.0,1600,General Chemistry,4,Natural Sciences,409,Chemistry,37,Physical Sciences,34,Chemical Sciences,-,-,SDG 12,Luminescent Phosphors and Upconversion Nanomaterials Applications,58,96.01,Ceria Nanoparticles in Catalytic Applications,1556,98.565,Definitive,Nacional,3.0
