Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"White, Andrew J.P.",35431952500,Guanidine-Catalyzed reductive amination of carbon dioxide with silanes: Switching between pathways and suppressing catalyst deactivation,"Nicholls, R.L.| McManus, J.A.| Rayner, C.M.| Morales-Serna, J.A.| White, A.J.P.| Nguyen, B.N.",6.0,56362781900| 57201495610| 7102179253| 8675025600| 35431952500| 22433706100,2018.0,2018-04-06,ACS Catalysis,8,4,3678-3687,-,ISSN-21555435,19700188320.0,Journal,American Chemical Society,English,2.15,5,18.2,4,4.702,4,1.26,49.0,70.0,1.87,19.21,7.0,14.0,1.0,0.0,"Nicholls, R.L., McManus, J.A., Rayner, C.M. and 3 more (...) (2018).Guanidine-Catalyzed reductive amination of carbon dioxide with silanes: Switching between pathways and suppressing catalyst deactivation. ACS Catalysis,8(4) 3678-3687",https://www.scopus.com/record/display.url?eid=2-s2.0-85045078614&origin=resultslist,10.1021/acscatal.7b04108,Article,,2-s2.0-85045078614,-,Universidad Autónoma Metropolitana| Imperial College London| University of Leeds,505017| 315018| 315084,Academic,3.0,60012070| 60028381| 60015150,University of Leeds| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Imperial College London,56362781900,22433706100,22433706100,-,United Kingdom| Mexico,2.0,1503| 1600,Catalysis| General Chemistry,2| 4,Engineering & Technology| Natural Sciences,249| 409| 219,Engineering - Petroleum| Chemistry| Engineering - Chemical,36| 37,Engineering| Physical Sciences,31| 34,Biological Sciences| Chemical Sciences,3406| 3106| 3405,Physical chemistry| Industrial biotechnology| Organic chemistry,SDG 13,Polyurethane and Carbon Dioxide Utilization,798,82.407,Catalytic Innovations in Formic Acid Dehydrogenation,6262,98.948,Definitive,Internacional,1.0
