Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Nava-Montes, Alma Delia",55897963900,"Persistent organic pollutants in Kemp's Ridley sea turtle Lepidochelys kempii in Playa Rancho Nuevo Sanctuary, Tamaulipas, Mexico","Nava Montes, A.D.| Espinosa Reyes, G.| Flores Ramírez, R.| Ramírez Romero, P.",4.0,55897963900| 56013578200| 59055130900| 55944355200,2020.0,2020-10-15,Science of the Total Environment,739,-,-,140176,ISSN-00489697,25349.0,Journal,Elsevier B.V.,English,1.99,7,10.5,4,1.795,5,1.94,89.0,11.0,0.33,21.01,38.0,56.0,0.0,0.0,"Nava Montes, A.D., Espinosa Reyes, G., Flores Ramírez, R. and 1 more (...) (2020).Persistent organic pollutants in Kemp's Ridley sea turtle Lepidochelys kempii in Playa Rancho Nuevo Sanctuary, Tamaulipas, Mexico. Science of the Total Environment,739",https://www.scopus.com/record/display.url?eid=2-s2.0-85086896529&origin=resultslist,10.1016/j.scitotenv.2020.140176,Article,,2-s2.0-85086896529,32758958,Universidad Autónoma Metropolitana| Universidad Autonoma de San Luis Potosi,505017| 505014,Academic,2.0,60028381| 60031335,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma de San Luis Potosí,55897963900,55944355200,55897963900,-,Mexico,1.0,2304| 2305| 2310| 2311,Environmental Chemistry| Environmental Engineering| Pollution| Waste Management and Disposal,3| 4| 2,Social Sciences & Management| Natural Sciences| Engineering & Technology,249| 424,Engineering - Petroleum| Environmental Sciences,37,Physical Sciences,MD,Multidisciplinary,MD,Multidisciplinary,SDG 3| SDG 14,Mercury Dynamics in Environmental and Health Contexts,694,91.89,Metal Contaminants and Bioaccumulation in Sea Turtles,25782,82.131,Very Good,Nacional,2.0
