Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Villegas-Comonfort, Sócrates",55362713900,"Mutation of putative phosphorylation sites in the free fatty acid receptor 1: Effects on signaling, receptor phosphorylation, and internalization","Guzmán-Silva, A.| Martínez-Morales, J.C.| Medina, L.D.C.| Romero-Ávila, M.T.| Villegas-Comonfort, S.| Solís, K.H.| García-Sáinz, J.A.",7.0,35785614500| 57205073094| 36939541800| 55993740800| 55362713900| 6507701288| 55989705200,2022.0,2022-04-05,Molecular and Cellular Endocrinology,545,-,-,111573,ISSN-03037207,26206.0,Journal,Elsevier Ireland Ltd,English,1.03,28,8,24,1.009,27,0.78,14.0,3.0,0.23,12.97,56.0,66.0,0.0,0.0,"Guzmán-Silva, A., Martínez-Morales, J.C., Medina, L.D.C. and 4 more (...) (2022).Mutation of putative phosphorylation sites in the free fatty acid receptor 1: Effects on signaling, receptor phosphorylation, and internalization. Molecular and Cellular Endocrinology,545",https://www.scopus.com/record/display.url?eid=2-s2.0-85123202293&origin=resultslist,10.1016/j.mce.2022.111573,Article,,2-s2.0-85123202293,35065200,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60032442| 60069652| 60028381,Universidad Nacional Autónoma de México| Instituto de Fisiologia Celular de la UNAM| Universidad Autónoma Metropolitana -Unidad Iztapalapa,35785614500,55989705200,55989705200,-,Mexico,1.0,1303| 1310| 1312,Biochemistry| Endocrinology| Molecular Biology,5,Life Sciences & Medicine,507,Biological Sciences,32| 34,Life Sciences| Medical and Health,31| 32,Biological Sciences| Biomedical And Clinical Sciences,3101| 3105| 3202,Biochemistry and cell biology| Genetics| Clinical sciences,-,Membrane Proteins and Lipid Dynamics in Cells,405,53.303,Regulation and Signaling of G Protein Coupled Receptors,4554,94.001,Very Good,Nacional,2.0
