Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Maldonado-Moreles, Alejandro",26425232600,"Low frequency vortex magnetic field reduces amyloid β aggregation, increase cell viability and protect from amyloid β toxicity","Maldonado-Moreles, A.| Cordova-Fraga, T.| Bonilla-Jaime, H.| Lopez-Camacho, P.Y.| Basurto-Islas, G.",5.0,26425232600| 6506905989| 8790024800| 56013726000| 56013598800,2021.0,2021-01-01,Electromagnetic Biology and Medicine,40,1,191-200,-,ISSN-15368378,14876.0,Journal,Taylor and Francis Ltd.,English,0.9,38,3.2,45,0.363,63,3.61,84.0,11.0,0.58,10.3,34.0,44.0,0.0,0.0,"Maldonado-Moreles, A., Cordova-Fraga, T., Bonilla-Jaime, H. and 2 more (...) (2021).Low frequency vortex magnetic field reduces amyloid β aggregation, increase cell viability and protect from amyloid β toxicity. Electromagnetic Biology and Medicine,40(1) 191-200",https://www.scopus.com/record/display.url?eid=2-s2.0-85092530607&origin=resultslist,10.1080/15368378.2020.1830288,Article,,2-s2.0-85092530607,33043710,Universidad de Guanajuato| Universidad Autónoma Metropolitana,505020| 505017,Academic,2.0,60014923| 60033291| 60028381| 60024080,Universidad Autónoma Metropolitana| Universidad de Guanajuato| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana Unidad Cuajimalpa,26425232600,56013598800,56013598800,-,Mexico,1.0,1304| 2701,Biophysics| Medicine (miscellaneous),5,Life Sciences & Medicine,507| 532,Biological Sciences| Medicine,32| 34,Life Sciences| Medical and Health,40| 31,Engineering| Biological Sciences,-,-,SDG 3,Electromagnetic Field Effects on Cellular Dynamics,1101,22.891,Effects of Electromagnetic Fields on Cellular Dynamics,5002,86.418,Very Good,Nacional,2.0
