Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Mendoza-Flores, Rubén",57210856236,The carbon footprint of a public university campus in Mexico City,"Mendoza-Flores, R.| Quintero-Ramírez, R.| Ortiz, I.",3.0,57210856236| 7005546261| 7006312023,2019.0,2019-09-03,Carbon Management,10,5,501-511,-,ISSN-17583004,19700201458.0,Journal,Taylor and Francis Ltd.,English,0.59,58,2.4,40,0.463,38,3.32,156.0,59.0,1.24,15.33,7.0,23.0,0.0,0.0,"Mendoza-Flores, R., Quintero-Ramírez, R., Ortiz, I. (2019).The carbon footprint of a public university campus in Mexico City. Carbon Management,10(5) 501-511",https://www.scopus.com/record/display.url?eid=2-s2.0-85071709778&origin=resultslist,10.1080/17583004.2019.1642042,Article,Bronze|Green,2-s2.0-85071709778,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080,Universidad Autónoma Metropolitana Unidad Cuajimalpa,57210856236,7006312023,7006312023,-,Mexico,1.0,2300,General Environmental Science,2,Engineering & Technology,424,Environmental Sciences,37,Physical Sciences,41,Environmental Sciences,4104,Environmental management,SDG 6| SDG 8| SDG 11| SDG 12| SDG 13,Climate Policy and Carbon Emission Dynamics,403,96.599,Carbon Footprint Management in Higher Education Institutions,40291,88.272,Definitive,UAM,1.0
