Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ordoñez-Gómez, José Domingo Domingo",37861908500,The acoustic structure of spider monkey (Ateles geoffroyi) calls is related both to caller goal and arousal,"Ordóñez-Gómez, J.D.| Schamberg, I.| Hammerschmidt, K.",3.0,37861908500| 57191910572| 55859627900,2023.0,2023-08-01,American Journal of Primatology,85,8,-,e23508,ISSN-02752565,24131.0,Journal,John Wiley and Sons Inc,English,0.94,31,4.5,18,0.767,11,0.62,9.0,2.0,0.33,6.09,56.0,58.0,0.0,0.0,"Ordóñez-Gómez, J.D., Schamberg, I., Hammerschmidt, K. (2023).The acoustic structure of spider monkey (Ateles geoffroyi) calls is related both to caller goal and arousal. American Journal of Primatology,85(8) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85159271923&origin=resultslist,10.1002/ajp.23508,Article,Hybrid gold|Green,2-s2.0-85159271923,37191136,German Primate Center – Leibniz Institute for Primate Research| Harvard University| Universidad Autónoma Metropolitana| University of Zurich,309143| 508076| 505017| 306016,Government| Academic,4.0,60014923| 60012614| 60009982| 60008610,Universidad Autónoma Metropolitana| Universität Zürich| Harvard University| Deutsches Primatenzentrum,37861908500,55859627900,37861908500,-,Mexico| United States| Germany| Switzerland,4.0,1103| 1105,"Animal Science and Zoology| Ecology, Evolution, Behavior and Systematics",5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,31,Biological Sciences,3109,Zoology,-,Bird Behavior and Habitat Dynamics,64,72.204,Vocal Communication Across Animal Species,5624,90.51,Definitive,Internacional,1.0
