Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Alcántara, Eva",35363316900,"Brújula Intersexual: Working Strategies, the Emergence of the Mexican Intersex Community, and Its Relationship with the Intersex Movement","Alcántara, E.| Inter, L.| Flores, F.| Narváez-Pichardo, C.",4.0,35363316900| 57189624745| 59303956000| 59303715500,2024.0,2024-08-01,Social Sciences,13,8,-,414,ISSN-20760760,21100810500.0,Journal,Multidisciplinary Digital Publishing Institute (MDPI),English,0.96,32,3.1,30,0.523,29,0.12,3.0,0.0,0.0,3.38,70.0,70.0,0.0,0.0,"Alcántara, E., Inter, L., Flores, F. and 1 more (...) (2024).Brújula Intersexual: Working Strategies, the Emergence of the Mexican Intersex Community, and Its Relationship with the Intersex Movement. Social Sciences,13(8) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85202498196&origin=resultslist,10.3390/socsci13080414,Article,Gold|Green,2-s2.0-85202498196,-,Universidad Autónoma Metropolitana| Universidad Autonoma Benito Juarez de Oaxaca,505017| 707222,Academic,2.0,60010210| 131630728| 60018506| 60095175,Universidad Autónoma Metropolitana Unidad Xochimilco| Brújula Intersexual| Universidad Autónoma Benito Juárez de Oaxaca| Hospital General Xoco,35363316900,59303715500,35363316900| 57189624745,-,Mexico,1.0,3300,General Social Sciences,3,Social Sciences & Management,-,-,40,Social Sciences,44,Human Society,4405| 4409| 4402,Gender studies| Social work| Criminology,SDG 16,Genetic Insights into Intersex Conditions and Disorders,720,31.655,Disorders of Sex Development and Intersex Rights,3331,90.66,Definitive,Nacional,2.0
