Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Escandon-Bailon, Víctor",57222273289,Analysis of the multi-objective release plan rescheduling problem,"Escandon-Bailon, V.| Cervantes, H.| García-Nájera, A.| Zapotecas-Martínez, S.",4.0,57222273289| 6602858573| 8850768400| 16644234600,2021.0,2021-05-23,Knowledge-Based Systems,220,-,-,106922,ISSN-09507051,24772.0,Journal,Elsevier B.V.,English,2.48,4,12,8,2.192,8,2.68,94.0,5.0,0.29,17.46,51.0,61.0,0.0,0.0,"Escandon-Bailon, V., Cervantes, H., García-Nájera, A. and 1 more (...) (2021).Analysis of the multi-objective release plan rescheduling problem. Knowledge-Based Systems,220",https://www.scopus.com/record/display.url?eid=2-s2.0-85102141593&origin=resultslist,10.1016/j.knosys.2021.106922,Article,,2-s2.0-85102141593,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 60024080,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana Unidad Cuajimalpa,57222273289,16644234600,8850768400,-,Mexico,1.0,1404| 1702| 1712| 1802,Management Information Systems| Artificial Intelligence| Software| Information Systems and Management,3| 2,Social Sciences & Management| Engineering & Technology,213| 212| 308,Data Science| Computer Science & Information Systems| Business & Management Studies,37| 35| 38,Physical Sciences| Business and Economics| Computer Science,46,Information And Computing Sciences,4611| 4605| 4602,Machine learning| Data management and data science| Artificial intelligence,-,Optimization Algorithms in Multi-Objective Systems,24,95.356,Multiobjective Evolutionary Algorithms,136,99.527,Very Good,UAM,1.0
