Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Sabanero-García, Rafael",58671953300,Impact of diaphragm flexibility on dynamic properties and seismic design parameters of irregular buildings in plan,"Tena-Colunga, A.| Sabanero-García, R.",2.0,6603732003| 58671953300,2023.0,2023-12-01,Journal of Building Engineering,80,-,-,108007,ISSN-23527102,21100389518.0,Journal,Elsevier Ltd,English,1.93,6,10,1,1.397,1,3.08,87.0,10.0,0.87,11.54,23.0,33.0,0.0,0.0,"Tena-Colunga, A., Sabanero-García, R. (2023).Impact of diaphragm flexibility on dynamic properties and seismic design parameters of irregular buildings in plan. Journal of Building Engineering,80",https://www.scopus.com/record/display.url?eid=2-s2.0-85175353361&origin=resultslist,10.1016/j.jobe.2023.108007,Article,,2-s2.0-85175353361,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,6603732003,58671953300,6603732003,-,Mexico,1.0,2205| 2211| 2213| 2215| 2216,"Civil and Structural Engineering| Mechanics of Materials| Safety, Risk, Reliability and Quality| Building and Construction| Architecture",2| 1,Engineering & Technology| Arts & Humanities,249| 106| 220| 433| 222,Engineering - Petroleum| Architecture| Engineering - Civil & Structural| Materials Science| Engineering - Mechanical,33| 36,Arts and Humanities| Engineering,40| 33,Engineering| Built Environment And Design,4005| 3302,Civil engineering| Building,SDG 11,Seismic Resilience in Structural Design and Analysis,328,87.443,Seismic Performance of Diaphragm Structures in Buildings,52310,66.406,Definitive,UAM,1.0
