Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Bosquéz-Molina, Elsa",56013891200,Standardization of phenols and flavonoids extraction from opuntia ficus-indica mill cv. Atlixco and identification by mass spectrometry,"Franco-Vásquez, D.C.| Bosquez-Molina, E.| Ventura-Aguilar, R.I.",3.0,57219257314| 56013891200| 55899009000,2020.0,2020-01-10,Journal of the Mexican Chemical Society,64,4,-,-,ISSN-1870249X,19700174729.0,Journal,Sociedad Quimica de Mexico A.C.,Spanish,0.25,80,0.9,77,0.172,80,0.47,18.0,2.0,0.11,18.29,68.0,72.0,0.0,0.0,"Franco-Vásquez, D.C., Bosquez-Molina, E., Ventura-Aguilar, R.I. (2020).Standardization of phenols and flavonoids extraction from opuntia ficus-indica mill cv. Atlixco and identification by mass spectrometry. Journal of the Mexican Chemical Society,64(4) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85091908824&origin=resultslist,10.29356/jmcs.v64i4.1203,Article,Gold,2-s2.0-85091908824,-,Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,704696| 505017| 505011,Academic| Government,3.0,60028381| 60027998| 60019176,"Universidad Autónoma Metropolitana -Unidad Iztapalapa| Secretaría de Ciencia, Humanidades, Tecnología e Innovación| Instituto Politécnico Nacional",57219257314,55899009000,55899009000,-,Mexico,1.0,1600,General Chemistry,4,Natural Sciences,409,Chemistry,37,Physical Sciences,34,Chemical Sciences,3406| 3405| 3404,Physical chemistry| Organic chemistry| Medicinal and biomolecular chemistry,-,Methane Reduction through Feed Supplementation Strategies,104,78.417,Nutritional and Functional Benefits of Opuntia,6183,95.44,Very Good,Nacional,3.0
