Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Lechuga, Yoaly Arana",59455157300,Cognitive behavioral therapy for insomnia helps to reverse cognitive impairment in insomnia patients,"Roniger, D.D.G.| Lechuga, Y.A.| León, E.E.| Robles, R.O.G.| Escandón, Ó.S.| Pérez, G.J.T.| Moctezuma, J.V.",7.0,57474806900| 59455157300| 57475746800| 57225878957| 56539933800| 57475746900| 55989759500,2023.0,2023-12-01,Sleep Science,15,-,355-360,-,ISSN-19840659,21100242616.0,Journal,Brazilian Association of Sleep and Latin American Federation of Sleep Societies,English,0.57,57,2.5,47,0.505,52,1.15,33.0,15.0,1.78,7.88,15.0,15.0,0.0,0.0,"Roniger, D.D.G., Lechuga, Y.A., León, E.E. and 4 more (...) (2023).Cognitive behavioral therapy for insomnia helps to reverse cognitive impairment in insomnia patients. Sleep Science,15355-360",https://www.scopus.com/record/display.url?eid=2-s2.0-85125678085&origin=resultslist,10.5935/1984-0063.20210026,Article,Gold|Green,2-s2.0-85125678085,-,Universidad Autónoma Metropolitana| American British Cowdray Medical Center| Universidad Nacional Autónoma de México,505017| 719713| 505023,Medical| Academic,3.0,60032442| 60028381| 60021848,Universidad Nacional Autónoma de México| Universidad Autónoma Metropolitana -Unidad Iztapalapa| American British Cowdray Medical Center,57474806900,55989759500,59455157300,-,Mexico,1.0,2701| 2801| 2802,Medicine (miscellaneous)| Neuroscience (miscellaneous)| Behavioral Neuroscience,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32,Biomedical And Clinical Sciences,3209| 3202,Neurosciences| Clinical sciences,-,Sleep Quality and Health Across Life Stages,396,86.069,Cognitive Behavioral Therapy for Insomnia Management,183,99.146,Definitive,Nacional,3.0
