Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"González-Samaniego, Alejandro",46461584600,Multiscale accretion in dense cloud cores and the delayed formation of massive stars,"Vázquez-Semadeni, E.| Gómez, G.C.| González-Samaniego, A.",3.0,6701685010| 35561318600| 46461584600,2024.0,2024-05-01,Monthly Notices of the Royal Astronomical Society,530,3,3445-3457,-,ISSN-00358711,28218.0,Journal,Oxford University Press,English,1.19,21,9.7,10,1.702,16,0.57,4.0,15.0,1.99,7.53,9.0,14.0,0.0,0.0,"Vázquez-Semadeni, E., Gómez, G.C., González-Samaniego, A. (2024).Multiscale accretion in dense cloud cores and the delayed formation of massive stars. Monthly Notices of the Royal Astronomical Society,530(3) 3445-3457",https://www.scopus.com/record/display.url?eid=2-s2.0-85193332964&origin=resultslist,10.1093/mnras/stae1090,Article,Gold,2-s2.0-85193332964,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60172563| 60092760| 60112837,UNAM Campus Morelia| Instituto de Radioastronomía y Astrofísica| Universidad Autónoma Metropolitana-Lerma,6701685010,46461584600,-,-,Mexico,1.0,1912| 3103,Space and Planetary Science| Astronomy and Astrophysics,4,Natural Sciences,450| 416| 451| 439,Geology| Earth & Marine Sciences| Geophysics| Physics & Astronomy,37,Physical Sciences,51,Physical Sciences,5109| 5107| 5101,Space sciences| Particle and high energy physics| Astronomical sciences,-,Star Formation and Emission in Circumstellar Disks,363,54.872,Magnetic Fields and Star Formation in Molecular Clouds,2741,96.559,Definitive,Nacional,2.0
