Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Montoya-Moreno, Arnulfo",57439264800,The π back-donation influence in CO oxidation on small and oxidized Au–Ag clusters,"García-Cruz, R.| Gonzalez-Torres, J.| Montoya-Moreno, A.| Domínguez-Soria, V.| Luna-García, H.| Poulain, E.| Arellano, J.S.| Olvera-Neria, O.",8.0,56548777900| 55430103300| 57439264800| 12805319300| 6602911844| 55953457000| 7007078136| 56013673300,2022.0,2022-04-01,Chemical Physics,556,-,-,111462,ISSN-03010104,26584.0,Journal,Elsevier B.V.,English,0.61,56,4.7,32,0.448,44,1.63,32.0,6.0,0.32,12.48,42.0,60.0,0.0,0.0,"García-Cruz, R., Gonzalez-Torres, J., Montoya-Moreno, A. and 5 more (...) (2022).The π back-donation influence in CO oxidation on small and oxidized Au–Ag clusters. Chemical Physics,556",https://www.scopus.com/record/display.url?eid=2-s2.0-85124049390&origin=resultslist,10.1016/j.chemphys.2022.111462,Article,,2-s2.0-85124049390,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,56548777900,56013673300,56013673300,-,Mexico,1.0,1606| 3100,Physical and Theoretical Chemistry| General Physics and Astronomy,4| 2,Natural Sciences| Engineering & Technology,249| 409| 439,Engineering - Petroleum| Chemistry| Physics & Astronomy,37,Physical Sciences,40| 51| 34,Engineering| Physical Sciences| Chemical Sciences,-,-,-,Catalytic Innovations for Hydrogen and Ammonia Production,90,99.084,Gold Nanoparticles in Catalytic Oxidation Reactions,1374,92.336,Very Good,UAM,1.0
