Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Noya Maiz, Nancy",57021961300,Immunohistochemical expression of alpha-smooth muscle actin and glucocorticoid and calcitonin receptors in central giant-cell lesions,"Noya Maiz, N.| de la Rosa-García, E.| Irigoyen Camacho, M.E.",3.0,57021961300| 6508265747| 6603265505,2016.0,2016-04-01,Journal of Oral Pathology and Medicine,45,4,289-294,-,ISSN-09042512,26155.0,Journal,Blackwell Publishing Ltd,English,0.97,30,3.7,13,0.778,27,1.0,24.0,5.0,0.3,6.74,54.0,56.0,0.0,0.0,"Noya Maiz, N., de la Rosa-García, E., Irigoyen Camacho, M.E. (2016).Immunohistochemical expression of alpha-smooth muscle actin and glucocorticoid and calcitonin receptors in central giant-cell lesions. Journal of Oral Pathology and Medicine,45(4) 289-294",https://www.scopus.com/record/display.url?eid=2-s2.0-84951736844&origin=resultslist,10.1111/jop.12377,Article,,2-s2.0-84951736844,26467443,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,57021961300,6603265505,6508265747,-,Mexico,1.0,1306| 2733| 2734| 3504| 3506,Cancer Research| Otorhinolaryngology| Pathology and Forensic Medicine| Oral Surgery| Periodontics,5,Life Sciences & Medicine,532| 507| 514,Medicine| Biological Sciences| Dentistry,34,Medical and Health,32,Biomedical And Clinical Sciences,3203,Dentistry,-,Genetic Insights into Neurofibromatosis and Tumor Dynamics,1047,13.931,Giant Cell Granulomas in Jaw Pathology,27277,58.741,Definitive,UAM,1.0
