Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Portapila, Margarita I.",7801553300,PDE centres enhancement in the Localized Regular Dual Reciprocity Method,"Caruso, N.| Portapila, M.| Power, H.",3.0,57200905744| 7801553300| 7102505188,2016.0,2016-03-01,Engineering Analysis with Boundary Elements,64,-,255-266,-,ISSN-09557997,20307.0,Journal,Elsevier Ltd,English,1.17,21,3.2,9,1.025,11,1.09,18.0,1.0,0.0,5.18,73.0,71.0,0.0,0.0,"Caruso, N., Portapila, M., Power, H. (2016).PDE centres enhancement in the Localized Regular Dual Reciprocity Method. Engineering Analysis with Boundary Elements,64255-266",https://www.scopus.com/record/display.url?eid=2-s2.0-84954141821&origin=resultslist,10.1016/j.enganabound.2015.12.013,Article,,2-s2.0-84954141821,-,Universidad Autónoma Metropolitana| University of Nottingham,505017| 315090,Academic,2.0,60014923| 60015138,Universidad Autónoma Metropolitana| University of Nottingham,57200905744,7102505188,7801553300,-,United Kingdom| France,2.0,2200| 2603| 2604| 2605,General Engineering| Analysis| Applied Mathematics| Computational Mathematics,4| 2,Natural Sciences| Engineering & Technology,431,Mathematics,37| 36,Physical Sciences| Engineering,40| 49,Engineering| Mathematical Sciences,4005| 4901| 4017,Civil engineering| Applied mathematics| Mechanical engineering,-,Innovative Approaches in Finite Element Analysis and Crack Propagation,327,68.28,Boundary Element Method Applications in Heat Transfer,19134,65.682,Very Good,Internacional,1.0
