Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Vázquez-Morillas, Alethia",56013551100,Microplastics in Mexican beaches,"Alvarez-Zeferino, J.C.| Ojeda-Benítez, S.| Cruz-Salas, A.A.| Martínez-Salvador, C.| Vázquez-Morillas, A.",5.0,57188965604| 55993693000| 57213198371| 57210314966| 56013551100,2020.0,2020-04-01,"Resources, Conservation and Recycling",155,-,-,104633,ISSN-09213449,26424.0,Journal,Elsevier B.V.,English,2.58,4,14.7,1,2.468,4,2.79,134.0,96.0,4.15,14.95,4.0,4.0,0.0,1.0,"Alvarez-Zeferino, J.C., Ojeda-Benítez, S., Cruz-Salas, A.A. and 2 more (...) (2020).Microplastics in Mexican beaches. Resources, Conservation and Recycling,155",https://www.scopus.com/record/display.url?eid=2-s2.0-85077715278&origin=resultslist,10.1016/j.resconrec.2019.104633,Article,,2-s2.0-85077715278,-,Universidad Autonoma de Baja California| IHE Delft Institute for Water Education| Universidad Autónoma Metropolitana,505046| 325063| 505017,Academic,3.0,60005618| 60023193| 60022091,Universidad Autónoma de Baja California| Universidad Autónoma Metropolitana - Azcapotzalco| IHE Delft Institute for Water Education,57188965604,56013551100,56013551100,-,Mexico| Netherlands,2.0,2002| 2311,Economics and Econometrics| Waste Management and Disposal,3,Social Sciences & Management,424| 317,Environmental Sciences| Economics & Econometrics,35| 37,Business and Economics| Physical Sciences,40| 33| 41,Engineering| Built Environment And Design| Environmental Sciences,-,-,SDG 6| SDG 8| SDG 11| SDG 14,Biodegradable Polymers and Microplastics in Environment,333,99.673,Microplastics as Environmental Pollutants and Risks,8,100,Definitive,Internacional,2.0
"Vázquez-Morillas, Alethia",56013551100,Degradation of plastics in simulated landfill conditions,"Xochitl, Q.-P.| Del Consuelo, H.-B.M.| Del Consuelo, M.-S.M.| María, E.-V.R.| Alethia, V.-M.",5.0,56142760600| 57222724628| 56052981100| 57222724731| 56013551100,2021.0,2021-04-01,Polymers,13,7,-,1014,ISSN-20734360,54222.0,Journal,MDPI AG,English,1.15,25,5.7,23,0.726,17,2.51,72.0,36.0,1.36,15.48,10.0,21.0,0.0,2.0,"Xochitl, Q.-P., Del Consuelo, H.-B.M., Del Consuelo, M.-S.M. and 2 more (...) (2021).Degradation of plastics in simulated landfill conditions. Polymers,13(7) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85103821240&origin=resultslist,10.3390/polym13071014,Article,Gold|Green,2-s2.0-85103821240,-,"Tecnológico Nacional de México, Mexico City| Universidad Autónoma Metropolitana| Instituto Tecnológico de Toluca",719128| 505017| 714708,Academic,3.0,60029921| 60134870| 118687609| 60023193,Instituto Tecnologico de Toluca| Tecnológico Nacional de México| Sociedad Mexicana de Ciencia y Tecnología Aplicada a Residuos Sólidos| Universidad Autónoma Metropolitana - Azcapotzalco,56142760600,56013551100,56013551100,-,Mexico,1.0,1600| 2507,General Chemistry| Polymers and Plastics,4,Natural Sciences,433| 409,Materials Science| Chemistry,36| 37,Engineering| Physical Sciences,34| 40,Chemical Sciences| Engineering,-,-,SDG 12,Biodegradable Polymers and Microplastics in Environment,333,99.673,Biodegradable Plastics and Their Environmental Impact,40594,96.69,Defensible,Nacional,3.0
"Vázquez-Morillas, Alethia",56013551100,Biodegradation and Ecotoxicity of Polyethylene Films Containing Pro-Oxidant Additive,"Vázquez-Morillas, A.| Beltrán-Villavicencio, M.| Alvarez-Zeferino, J.C.| Osada-Velázquez, M.H.| Moreno, A.| Martínez, L.| Yañez, J.M.",7.0,56013551100| 20733774800| 57188965604| 55983281100| 58457309100| 56002736700| 10144457000,2016.0,2016-09-01,Journal of Polymers and the Environment,24,3,221-229,-,ISSN-15662543,25917.0,Journal,Springer New York LLC,English,0.91,34,4.6,15,0.579,24,2.33,107.0,35.0,0.53,9.41,16.0,45.0,0.0,2.0,"Vázquez-Morillas, A., Beltrán-Villavicencio, M., Alvarez-Zeferino, J.C. and 4 more (...) (2016).Biodegradation and Ecotoxicity of Polyethylene Films Containing Pro-Oxidant Additive. Journal of Polymers and the Environment,24(3) 221-229",https://www.scopus.com/record/display.url?eid=2-s2.0-84964330250&origin=resultslist,10.1007/s10924-016-0765-8,Article,,2-s2.0-84964330250,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60023193| 116578362| 60172289,Universidad Autónoma Metropolitana - Azcapotzalco| Centro de Caracterización e Investigación en Materiales| Universidad Nacional Autónoma de México Campus Morelos,56013551100,10144457000,56013551100,-,Mexico,1.0,2305| 2505| 2507,Environmental Engineering| Materials Chemistry| Polymers and Plastics,2| 4,Engineering & Technology| Natural Sciences,433| 424,Materials Science| Environmental Sciences,37| 36,Physical Sciences| Engineering,40,Engineering,4011,Environmental engineering,SDG 12,Biodegradable Polymers and Microplastics in Environment,333,99.673,Microbial Innovations in Plastic Biodegradation,9067,99.356,Definitive,Nacional,2.0
"Vázquez-Morillas, Alethia",56013551100,Degradation of conventional and oxodegradable high density polyethylene in tropical aqueous and outdoor environments,"Arias-Villamizar, C.A.| Vázquez-Morillas, A.",2.0,56053277000| 56013551100,2018.0,2018-01-01,Revista Internacional de Contaminacion Ambiental,34,1,137-147,-,ISSN-01884999,25279.0,Journal,"Centro de Ciencias de la Atmosfera, UNAM",English,0.37,74,0.4,80,0.173,76,2.98,196.0,34.0,0.67,16.49,16.0,40.0,0.0,0.0,"Arias-Villamizar, C.A., Vázquez-Morillas, A. (2018).Degradation of conventional and oxodegradable high density polyethylene in tropical aqueous and outdoor environments. Revista Internacional de Contaminacion Ambiental,34(1) 137-147",https://www.scopus.com/record/display.url?eid=2-s2.0-85041520374&origin=resultslist,10.20937/RICA.2018.34.01.12,Article,Gold,2-s2.0-85041520374,-,Universidad Autónoma Metropolitana| Universidad del Norte,505017| 700972,Academic,2.0,60023193| 60014923| 60054319,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana| Universidad del Norte,56053277000,56013551100,56053277000,-,Mexico| Colombia,2.0,2310| 2311,Pollution| Waste Management and Disposal,3,Social Sciences & Management,424,Environmental Sciences,37,Physical Sciences,40| 41,Engineering| Environmental Sciences,4105| 4004| 4104,Pollution and contamination| Chemical engineering| Environmental management,SDG 12| SDG 14,Biodegradable Polymers and Microplastics in Environment,333,99.673,Microbial Innovations in Plastic Biodegradation,9067,99.356,Very Good,Internacional,1.0
"Vázquez-Morillas, Alethia",56013551100,Biodegradation of compostable and oxodegradable plastic films by backyard composting and bioaugmentation,"Quecholac-Piña, X.| García-Rivera, M.A.| Espinosa-Valdemar, R.M.| Vázquez-Morillas, A.| Beltrán-Villavicencio, M.| Cisneros-Ramos, A.L.",6.0,56142760600| 57220546222| 37064350600| 56013551100| 20733774800| 55982657300,2017.0,2017-11-01,Environmental Science and Pollution Research,24,33,25725-25730,-,ISSN-09441344,23918.0,Journal,Springer Verlag,English,0.98,30,4.2,25,0.858,27,1.6,104.0,30.0,0.29,13.6,19.0,58.0,0.0,1.0,"Quecholac-Piña, X., García-Rivera, M.A., Espinosa-Valdemar, R.M. and 3 more (...) (2017).Biodegradation of compostable and oxodegradable plastic films by backyard composting and bioaugmentation. Environmental Science and Pollution Research,24(33) 25725-25730",https://www.scopus.com/record/display.url?eid=2-s2.0-84962150395&origin=resultslist,10.1007/s11356-016-6553-0,Article,,2-s2.0-84962150395,27044287,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,56142760600,55982657300,56013551100,-,Mexico,1.0,2304| 2307| 2310,"Environmental Chemistry| Health, Toxicology and Mutagenesis| Pollution",4| 3| 5| 2,Natural Sciences| Social Sciences & Management| Life Sciences & Medicine| Engineering & Technology,424| 249,Environmental Sciences| Engineering - Petroleum,37| 34,Physical Sciences| Medical and Health,MD,Multidisciplinary,MD,Multidisciplinary,SDG 9| SDG 11| SDG 12,Biodegradable Polymers and Microplastics in Environment,333,99.673,Microbial Innovations in Plastic Biodegradation,9067,99.356,Defensible,UAM,1.0
"Vázquez-Morillas, Alethia",56013551100,Assessment of gardening wastes as a co-substrate for diapers degradation by the fungus Pleurotus ostreatus,"Espinosa-Valdemar, R.M.| Vázquez-Morillas, A.| Ojeda-Benítez, S.| Arango-Escorcia, G.| Cabrera-Elizalde, S.| Quecholac-Piña, X.| Velasco-Pérez, M.| Sotelo-Navarro, P.X.",8.0,37064350600| 56013551100| 55993693000| 56707707200| 56707707800| 56142760600| 55213593300| 56140626400,2015.0,2015-01-01,Sustainability (Switzerland),7,5,6033-6045,-,ISSN-20711050,21100240100.0,Journal,MDPI,English,0.95,32,1.7,31,0.482,33,1.41,63.0,26.0,0.13,7.84,23.0,65.0,1.0,1.0,"Espinosa-Valdemar, R.M., Vázquez-Morillas, A., Ojeda-Benítez, S. and 5 more (...) (2015).Assessment of gardening wastes as a co-substrate for diapers degradation by the fungus Pleurotus ostreatus. Sustainability (Switzerland),7(5) 6033-6045",https://www.scopus.com/record/display.url?eid=2-s2.0-84934878842&origin=resultslist,10.3390/su7056033,Article,Gold|Green,2-s2.0-84934878842,-,Universidad Autonoma de Baja California| Universidad Autónoma Metropolitana,505046| 505017,Academic,2.0,60023193| 60005618| 127121581,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma de Baja California| Sociedad Mexicana de Ciencia y Tecnología Aplicada a Residuos Sólidos,37064350600,56140626400,37064350600,-,Mexico,1.0,1701| 1705| 1708| 2102| 2105| 2301| 2308| 3305,"Computer Science (miscellaneous)| Computer Networks and Communications| Hardware and Architecture| Energy Engineering and Power Technology| Renewable Energy, Sustainability and the Environment| Environmental Science (miscellaneous)| Management, Monitoring, Policy and Law| Geography, Planning and Development",3| 2,Social Sciences & Management| Engineering & Technology,425| 221| 212| 249| 424,Geography| Engineering - Electrical & Electronic| Computer Science & Information Systems| Engineering - Petroleum| Environmental Sciences,40| 36| 38| 37,Social Sciences| Engineering| Computer Science| Physical Sciences,MD,Multidisciplinary,MD,Multidisciplinary,SDG 11,Heavy Metal Pollution and Organic Waste Management,615,87.835,Environmental Impact of Disposable Diaper Waste,64243,60.705,Very Good,Nacional,2.0
"Vázquez-Morillas, Alethia",56013551100,Method for quantifying and characterization of microplastics in sand beaches,"Alvarez-Zeferino, J.C.| Cruz-Salas, A.A.| Vázquez-Morillas, A.| Ojeda-Benitez, S.",4.0,57188965604| 57213198371| 56013551100| 55993693000,2020.0,2020-01-01,Revista Internacional de Contaminacion Ambiental,36,1,151-164,-,ISSN-01884999,25279.0,Journal,"Centro de Ciencias de la Atmosfera, UNAM",English,0.29,77,0.9,78,0.185,80,2.42,120.0,25.0,0.57,21.13,20.0,43.0,0.0,0.0,"Alvarez-Zeferino, J.C., Cruz-Salas, A.A., Vázquez-Morillas, A. and 1 more (...) (2020).Method for quantifying and characterization of microplastics in sand beaches. Revista Internacional de Contaminacion Ambiental,36(1) 151-164",https://www.scopus.com/record/display.url?eid=2-s2.0-85079190229&origin=resultslist,10.20937/RICA.2020.36.53540,Article,Gold,2-s2.0-85079190229,-,Universidad Autonoma de Baja California| Universidad Autónoma Metropolitana,505046| 505017,Academic,2.0,60005618| 60014923| 60023193,Universidad Autónoma de Baja California| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana - Azcapotzalco,57188965604,55993693000,55993693000,-,Mexico,1.0,2310| 2311,Pollution| Waste Management and Disposal,3,Social Sciences & Management,424,Environmental Sciences,37,Physical Sciences,40| 41,Engineering| Environmental Sciences,4004| 4105| 4104,Chemical engineering| Pollution and contamination| Environmental management,SDG 14,Biodegradable Polymers and Microplastics in Environment,333,99.673,Microplastics as Environmental Pollutants and Risks,8,100,Definitive,Nacional,2.0
"Vázquez-Morillas, Alethia",56013551100,Recycling of nutrients from landfill leachate: A case study,"Lucero-Sorbazo, D.| Beltrán-Villavicencio, M.| González-Aragón, A.| Vázquez-Morillas, A.",4.0,57731324600| 20733774800| 57493542800| 56013551100,2022.0,2022-05-01,Heliyon,8,5,-,e09540,ISSN-24058440,21100411756.0,Journal,Elsevier Ltd,English,1.33,17,5.6,14,0.609,17,0.56,13.0,17.0,0.78,17.93,19.0,36.0,0.0,0.0,"Lucero-Sorbazo, D., Beltrán-Villavicencio, M., González-Aragón, A. and 1 more (...) (2022).Recycling of nutrients from landfill leachate: A case study. Heliyon,8(5) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85131543829&origin=resultslist,10.1016/j.heliyon.2022.e09540,Article,Gold|Green,2-s2.0-85131543829,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,128198126| 60014923| 60023193,CAABSA Eagle| Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana - Azcapotzalco,57731324600,56013551100,56013551100,-,Mexico,1.0,1000,Multidisciplinary,-,-,-,-,-,-,MD,Multidisciplinary,MD,Multidisciplinary,SDG 12,Hydroxyapatite Applications in Biomedical Engineering,823,72.989,Struvite Recovery and Nutrient Management Innovations,3599,98.783,Definitive,UAM,1.0
"Vázquez-Morillas, Alethia",56013551100,Sorption of Total Petroleum Hydrocarbons in Microplastics,"Cruz-Salas, A.A.| Velasco-Pérez, M.| Mendoza-Muñoz, N.| Vázquez-Morillas, A.| Beltrán-Villavicencio, M.| Alvarez-Zeferino, J.C.| Ojeda-Benítez, S.",7.0,57213198371| 55213593300| 58248643800| 56013551100| 20733774800| 57188965604| 55993693000,2023.0,2023-05-01,Polymers,15,9,-,2050,ISSN-20734360,54222.0,Journal,MDPI,English,1.1,23,8,19,0.8,21,1.26,27.0,14.0,1.04,13.41,17.0,28.0,0.0,0.0,"Cruz-Salas, A.A., Velasco-Pérez, M., Mendoza-Muñoz, N. and 4 more (...) (2023).Sorption of Total Petroleum Hydrocarbons in Microplastics. Polymers,15(9) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85159325879&origin=resultslist,10.3390/polym15092050,Article,Gold|Green,2-s2.0-85159325879,-,Universidad Autonoma de Baja California| Universidad Autónoma Metropolitana,505046| 505017,Academic,2.0,60023193| 60014923| 60005618,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana| Universidad Autónoma de Baja California,57213198371,55993693000,55213593300,-,Mexico,1.0,1600| 2507,General Chemistry| Polymers and Plastics,4,Natural Sciences,433| 409,Materials Science| Chemistry,37| 36,Physical Sciences| Engineering,40| 34,Engineering| Chemical Sciences,-,-,SDG 14,Biodegradable Polymers and Microplastics in Environment,333,99.673,Microplastics as Environmental Pollutants and Risks,8,100,Definitive,Nacional,2.0
"Vázquez-Morillas, Alethia",56013551100,Presence of microplastics deposited in Sargassum sp. on sandy beaches,"Jocelyn, T.-F.| Areanely, C.-S.A.| Carolina, M.-S.| Sara, O.-B.| Alethia, V.-M.| Carlos, Á.-Z.J.",6.0,58170876300| 58171478600| 58172261500| 57196030643| 56013551100| 57188965604,2023.0,2023-12-15,Regional Studies in Marine Science,66,-,-,103152,ISSN-23524855,21100390177.0,Journal,Elsevier B.V.,English,0.8,40,3.9,21,0.523,28,3.34,54.0,13.0,1.86,6.98,18.0,14.0,0.0,0.0,"Jocelyn, T.-F., Areanely, C.-S.A., Carolina, M.-S. and 3 more (...) (2023).Presence of microplastics deposited in Sargassum sp. on sandy beaches. Regional Studies in Marine Science,66",https://www.scopus.com/record/display.url?eid=2-s2.0-85170067876&origin=resultslist,10.1016/j.rsma.2023.103152,Article,,2-s2.0-85170067876,-,Universidad Autonoma de Baja California| Universidad Autónoma Metropolitana| Technische Universität Dresden,505046| 505017| 309052,Academic,3.0,60014923| 60005618| 60018353,Universidad Autónoma Metropolitana| Universidad Autónoma de Baja California| Technische Universität Dresden,58170876300,57188965604,57188965604,-,Mexico| Germany,2.0,1103| 1104| 1105| 2303,"Animal Science and Zoology| Aquatic Science| Ecology, Evolution, Behavior and Systematics| Ecology",4| 5,Natural Sciences| Life Sciences & Medicine,424| 502,Environmental Sciences| Agriculture & Forestry,37| 32,Physical Sciences| Life Sciences,31| 37,Biological Sciences| Earth Sciences,3103| 3708,Ecology| Oceanography,-,Biodegradable Polymers and Microplastics in Environment,333,99.673,Microplastics as Environmental Pollutants and Risks,8,100,Definitive,Internacional,2.0
