Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Close, John Goddard",56757381200,Post-training discriminative pruning for RBMs,"Sánchez-Gutiérrez, M.| Albornoz, E.M.| Rufiner, H.L.| Close, J.G.",4.0,55900532500| 36081594500| 6602776687| 56757381200,2019.0,2019-02-13,Soft Computing,23,3,767-781,-,ISSN-14327643,28554.0,Journal,Springer Verlag,English,1.49,13,4.7,3,0.705,27,1.49,27.0,3.0,0.26,7.59,62.0,61.0,0.0,0.0,"Sánchez-Gutiérrez, M., Albornoz, E.M., Rufiner, H.L. and 1 more (...) (2019).Post-training discriminative pruning for RBMs. Soft Computing,23(3) 767-781",https://www.scopus.com/record/display.url?eid=2-s2.0-85027987554&origin=resultslist,10.1007/s00500-017-2784-3,Article,Green,2-s2.0-85027987554,-,Universidad Autónoma Metropolitana| Universidad Nacional de Entre Ríos| Universidad Nacional del Litoral,505017| 713826| 601012,Academic,3.0,60028381| 60008547| 60025269,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Nacional del Litoral| Universidad Nacional de Entre Rios,55900532500,56757381200,55900532500,-,Mexico| Argentina,2.0,1712| 2608| 2614,Software| Geometry and Topology| Theoretical Computer Science,4| 2,Natural Sciences| Engineering & Technology,212| 431,Computer Science & Information Systems| Mathematics,37| 38,Physical Sciences| Computer Science,46,Information And Computing Sciences,-,-,-,"Image Segmentation, Deep Neural Networks and Object Detection",0,100,Deep Learning Models for Data Representation and Classification,3129,95.865,Very Good,Internacional,1.0
