Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"González-Larraza, Pamela G.",57219359579,"IC50Evaluation of Platinum Nanocatalysts for Cancer Treatment in Fibroblast, HeLa, and DU-145 Cell Lines","González-Larraza, P.G.| López-Goerne, T.M.| Padilla-Godínez, F.J.| González-López, M.A.| Hamdan-Partida, A.| Gómez, E.",6.0,57219359579| 7103066402| 57219362649| 57197019112| 36008464400| 55588052900,2020.0,2020-10-06,ACS Omega,5,39,25381-25389,-,ISSN-24701343,21100828963.0,Journal,American Chemical Society,English,0.83,43,3.9,30,0.779,21,0.69,25.0,41.0,1.05,16.26,11.0,26.0,0.0,0.0,"González-Larraza, P.G., López-Goerne, T.M., Padilla-Godínez, F.J. and 3 more (...) (2020).IC50Evaluation of Platinum Nanocatalysts for Cancer Treatment in Fibroblast, HeLa, and DU-145 Cell Lines. ACS Omega,5(39) 25381-25389",https://www.scopus.com/record/display.url?eid=2-s2.0-85092407348&origin=resultslist,10.1021/acsomega.0c03759,Article,Gold|Green,2-s2.0-85092407348,-,Humboldt University of Berlin| Universidad Autónoma Metropolitana,309021| 505017,Academic,2.0,60010210| 113484138| 60000762,Universidad Autónoma Metropolitana Unidad Xochimilco| Western Institute of Technology and Higher Education| Humboldt-Universität zu Berlin,57219359579,55588052900,7103066402,-,Mexico| Germany,2.0,1500| 1600,General Chemical Engineering| General Chemistry,2| 4,Engineering & Technology| Natural Sciences,409| 219,Chemistry| Engineering - Chemical,37| 36,Physical Sciences| Engineering,34| 40,Chemical Sciences| Engineering,4004| 3406| 3403,Chemical engineering| Physical chemistry| Macromolecular and materials chemistry,SDG 3,Photocatalytic Properties of Titanium Dioxide Structures,62,94.768,Nanostructured Materials for Enhanced Photocatalytic Applications,59995,36.314,Defensible,Internacional,1.0
