Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Flores-Abreu, Ileana Nuri",59602996900,Reclaiming traditional food systems in alternative food networks. Insights from Mexico city peri-urban agriculture,"Guibrunet, L.| Rubio, M.| Flores Abreu, I.N.",3.0,57192365336| 57219010827| 59602996900,2023.0,2023-01-01,Local Environment,28,9,1153-1172,-,ISSN-13549839,14506.0,Journal,Routledge,English,0.92,32,4.1,27,0.796,17,1.5,54.0,8.0,0.7,11.36,28.0,39.0,0.0,0.0,"Guibrunet, L., Rubio, M., Flores Abreu, I.N. (2023).Reclaiming traditional food systems in alternative food networks. Insights from Mexico city peri-urban agriculture. Local Environment,28(9) 1153-1172",https://www.scopus.com/record/display.url?eid=2-s2.0-85151959594&origin=resultslist,10.1080/13549839.2023.2194618,Article,,2-s2.0-85151959594,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60032442| 130084668| 60024080,Universidad Nacional Autónoma de México| University – Xochimilco| Universidad Autónoma Metropolitana Unidad Cuajimalpa,57192365336,59602996900,57192365336,-,Mexico,1.0,2308| 3305,"Management, Monitoring, Policy and Law| Geography, Planning and Development",3,Social Sciences & Management,424| 425,Environmental Sciences| Geography,37| 40,Physical Sciences| Social Sciences,33| 44| 41,Built Environment And Design| Human Society| Environmental Sciences,-,-,SDG 3,Sustainable Food Systems and Waste Reduction Strategies,1033,86.396,Local Food Systems and Sustainable Community Networks,1491,97.293,Definitive,Nacional,2.0
