Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Carvente, Belen",57194412941,Dark matter as a condensate: deduction of microscopic properties,"Gutiérrez, S.| Carvente, B.| Camacho, A.",3.0,57188582401| 57194412941| 7103095966,2017.0,2017-06-01,Astrophysics and Space Science,362,6,-,111,ISSN-0004640X,26771.0,Journal,Springer Netherlands,English,0.71,48,3.1,43,0.616,54,0.44,7.0,1.0,0.0,14.22,73.0,72.0,0.0,0.0,"Gutiérrez, S., Carvente, B., Camacho, A. (2017).Dark matter as a condensate: deduction of microscopic properties. Astrophysics and Space Science,362(6) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85020031419&origin=resultslist,10.1007/s10509-017-3084-1,Article,Green,2-s2.0-85020031419,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,57188582401,7103095966,7103095966,-,Mexico,1.0,1912| 3103,Space and Planetary Science| Astronomy and Astrophysics,4,Natural Sciences,451| 439| 450| 416,Geophysics| Physics & Astronomy| Geology| Earth & Marine Sciences,37,Physical Sciences,51,Physical Sciences,5107| 5101,Particle and high energy physics| Astronomical sciences,-,Interplay of Quantum Gravity and Cosmological Models,22,91.302,Scalar Field Dark Matter Models,12216,93.767,Defensible,UAM,1.0
