Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Torres, María Cristina González",57194493521,Immune mechanisms involved in obesity,"Rodríguez López, C.P.| Torres, M.C.G.| Aguilar Salinas, C.A.| Medina, O.N.",4.0,57194499078| 57194493521| 55989775200| 57194507296,2017.0,2017-01-01,Investigacion Clinica (Venezuela),58,2,175-196,-,ISSN-05355133,15234.0,Journal,Instituto de Investigaciones Clinicas,Spanish,0.27,79,0.8,41,0.155,77,0.88,21.0,4.0,0.13,7.86,58.0,67.0,0.0,0.0,"Rodríguez López, C.P., Torres, M.C.G., Aguilar Salinas, C.A. and 1 more (...) (2017).Immune mechanisms involved in obesity. Investigacion Clinica (Venezuela),58(2) 175-196",https://www.scopus.com/record/display.url?eid=2-s2.0-85020411045&origin=resultslist,-,Article,,2-s2.0-85020411045,-,Universidad Autónoma Metropolitana| Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,505017| 505009,Government| Academic,2.0,60028381| 60009149| 60010210,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Nacional de la Nutrición Salvador Zubiran| Universidad Autónoma Metropolitana Unidad Xochimilco,57194499078,57194507296,57194507296,-,Mexico,1.0,2700,General Medicine,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,32,Biomedical And Clinical Sciences,3207| 3202| 3204,Medical microbiology| Clinical sciences| Immunology,SDG 3,Adipose Tissue Dynamics in Metabolic Health,409,77.044,Adipose Tissue Dynamics in Insulin Resistance,1503,98.759,Very Good,Nacional,2.0
