Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Villagómez-Rodríguez, Axel",57211073337,"Anti-inflammatory activity of Jefea gnaphalioides (a. gray), Astereaceae","Villagómez-Rodríguez, A.| Pérez-Ramos, J.| Esquivel-Campos, A.L.| Pérez-González, C.| Soto-Peredo, C.A.| Pérez-Gutiérrez, S.",6.0,57211073337| 55659065100| 55696572200| 57207987699| 56429596300| 55547707400,2019.0,2019-09-23,BMC Complementary and Alternative Medicine,19,1,-,263,ISSN-14726882,34441.0,Journal,BioMed Central Ltd.,English,-,-,4.9,11,0.741,10,0.84,21.0,14.0,0.89,6.72,33.0,32.0,0.0,0.0,"Villagómez-Rodríguez, A., Pérez-Ramos, J., Esquivel-Campos, A.L. and 3 more (...) (2019).Anti-inflammatory activity of Jefea gnaphalioides (a. gray), Astereaceae. BMC Complementary and Alternative Medicine,19(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85072567170&origin=resultslist,10.1186/s12906-019-2654-x,Article,Gold|Green,2-s2.0-85072567170,31547823,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210,Universidad Autónoma Metropolitana Unidad Xochimilco,57211073337,55547707400,55547707400,-,Mexico,1.0,2707,Complementary and Alternative Medicine,5,Life Sciences & Medicine,532,Medicine,34,Medical and Health,42,Health Sciences,4208,"Traditional, complementary and integrative medicine",-,Ethnopharmacology and Biodiversity in Traditional Medicine,1406,35.775,Cultural Insights into Medicinal Plant Efficacy,31100,77.372,Definitive,UAM,1.0
