Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Juárez-Flores, Paini M.",58712272700,Data-driven reconstruction of chaotic dynamical equations: The Hénon–Heiles type system,"Escobar-Ruiz, A.M.| Jiménez-Lara, L.| Juárez-Flores, P.M.| Montoya-Molina, F.| Moreno-Sáenz, J.| Quiroz-Juárez, M.A.",6.0,55616512600| 6507690343| 58712272700| 58814198400| 57207117406| 54973715500,2024.0,2024-07-01,"Chaos, Solitons and Fractals",184,-,-,115025,ISSN-09600779,25347.0,Journal,Elsevier Ltd,English,1.54,12,9.9,3,1.184,13,2.78,26.0,3.0,0.6,4.97,38.0,43.0,0.0,0.0,"Escobar-Ruiz, A.M., Jiménez-Lara, L., Juárez-Flores, P.M. and 3 more (...) (2024).Data-driven reconstruction of chaotic dynamical equations: The Hénon–Heiles type system. Chaos, Solitons and Fractals,184",https://www.scopus.com/record/display.url?eid=2-s2.0-85193778873&origin=resultslist,10.1016/j.chaos.2024.115025,Article,Hybrid gold,2-s2.0-85193778873,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60028381| 130714690| 60172283| 60032442,Universidad Autónoma Metropolitana -Unidad Iztapalapa| ALITECS Corporation| UNAM campus Juriquilla| Universidad Nacional Autónoma de México,55616512600,54973715500,54973715500,-,Mexico| Japan,2.0,2604| 2610| 3100| 3109,Applied Mathematics| Mathematical Physics| General Physics and Astronomy| Statistical and Nonlinear Physics,4,Natural Sciences,431| 439,Mathematics| Physics & Astronomy,37,Physical Sciences,49| 40| 46,Mathematical Sciences| Engineering| Information And Computing Sciences,-,-,-,"Image Segmentation, Deep Neural Networks and Object Detection",0,100,Data-Driven Discovery of Governing Equations,46253,96.091,Definitive,Internacional,2.0
