Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Rivera Velázquez, Remedios",57192980981,Language problems in children with cerebral palsy,"Rivera Velázquez, R.| Hawayek González, A.| Román Ramos, R.| Méndez Ramírez, I.| Rodríguez Fernández, L.",5.0,57192980981| 57192991117| 6701780797| 56156785300| 7004570052,2017.0,2017-04-01,"Revista de Logopedia, Foniatria y Audiologia",37,2,63-69,-,ISSN-02144603,144881.0,Journal,"Grupo Ars XXI de Comunicacion, S.L.",English| Spanish,0.17,85,0.4,72,0.154,75,5.64,132.0,0.0,0.0,4.59,82.0,72.0,0.0,0.0,"Rivera Velázquez, R., Hawayek González, A., Román Ramos, R. and 2 more (...) (2017).Language problems in children with cerebral palsy. Revista de Logopedia, Foniatria y Audiologia,37(2) 63-69",https://www.scopus.com/record/display.url?eid=2-s2.0-85009740894&origin=resultslist,10.1016/j.rlfa.2016.10.001,Article,Green,2-s2.0-85009740894,-,Universidad Autónoma Metropolitana| Universidad Nacional Autónoma de México,505017| 505023,Academic,2.0,60014923| 60174685| 60032442,Universidad Autónoma Metropolitana| Instituto de Investigaciones en Matemáticas Aplicadas y en Sistemas| Universidad Nacional Autónoma de México,57192980981,7004570052,57192980981,-,Mexico,1.0,2912| 3616,LPN and LVN| Speech and Hearing,5,Life Sciences & Medicine,534,Nursing,34,Medical and Health,42| 36| 44,Health Sciences| Creative Arts And Writing| Human Society,4401| 3604| 4201,Anthropology| Performing arts| Allied health and rehabilitation science,-,Botulinum Toxin Applications in Movement Disorders,608,44.866,Acupuncture and Early Intervention in Autism Treatment,74210,28.071,Defensible,Nacional,2.0
