Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Vera-Lopez, Misael",57203368977,Hierarchical P2P architecture for efficient content distribution,"Hasimoto-Beltran, R.| Lopez-Fuentes, F.A.| Vera-Lopez, M.",3.0,6506004563| 55403320200| 57203368977,2019.0,2019-07-15,Peer-to-Peer Networking and Applications,12,4,724-739,-,ISSN-19366442,14300154706.0,Journal,Springer New York LLC,English,1.11,25,5.2,20,0.477,36,0.56,21.0,9.0,0.43,13.94,42.0,51.0,0.0,0.0,"Hasimoto-Beltran, R., Lopez-Fuentes, F.A., Vera-Lopez, M. (2019).Hierarchical P2P architecture for efficient content distribution. Peer-to-Peer Networking and Applications,12(4) 724-739",https://www.scopus.com/record/display.url?eid=2-s2.0-85051416450&origin=resultslist,10.1007/s12083-018-0668-7,Article,,2-s2.0-85051416450,-,Consejo Nacional de Ciencia y Tecnologia Mexico| Universidad Autónoma Metropolitana,704696| 505017,Government| Academic,2.0,60092436| 60014923,"Centro de Investigación en Matemáticas, A.C.| Universidad Autónoma Metropolitana",6506004563,57203368977,55403320200,-,Mexico,1.0,1705| 1712,Computer Networks and Communications| Software,2,Engineering & Technology,212,Computer Science & Information Systems,38,Computer Science,46,Information And Computing Sciences,4606| 4601| 4609,Distributed computing and systems software| Applied computing| Information systems,-,Trust and Efficiency in Peer-to-Peer Networks,661,9.483,Application Layer Multicast in Overlay Networks,17746,19.877,Very Good,Nacional,2.0
