Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Sánchez-Romero, Miguel I.",57209474583,Nonlinear analysis of a reduced-order model with relaxation effects for BWRs,"Espinosa-Paredes, G.| Sánchez-Romero, M.I.| Herrera-Hernández, E.C.",3.0,6701576605| 57209474583| 55263014200,2019.0,2019-11-01,Progress in Nuclear Energy,117,-,-,103089,ISSN-01491970,13182.0,Journal,Elsevier Ltd,English,1.09,26,3.1,23,0.734,24,0.96,31.0,6.0,0.41,12.28,50.0,52.0,0.0,0.0,"Espinosa-Paredes, G., Sánchez-Romero, M.I., Herrera-Hernández, E.C. (2019).Nonlinear analysis of a reduced-order model with relaxation effects for BWRs. Progress in Nuclear Energy,117",https://www.scopus.com/record/display.url?eid=2-s2.0-85067846057&origin=resultslist,10.1016/j.pnucene.2019.103089,Article,,2-s2.0-85067846057,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 122697232,Universidad Autónoma Metropolitana -Unidad Iztapalapa| CONACYT-Centro de Ingeniería y Desarrollo Industrial,6701576605,55263014200,6701576605,-,Mexico,1.0,2102| 2104| 2213| 2311,"Energy Engineering and Power Technology| Nuclear Energy and Engineering| Safety, Risk, Reliability and Quality| Waste Management and Disposal",2| 3,Engineering & Technology| Social Sciences & Management,424| 221| 249,Environmental Sciences| Engineering - Electrical & Electronic| Engineering - Petroleum,36| 37,Engineering| Physical Sciences,40| 51,Engineering| Physical Sciences,4019| 5106,Resources engineering and extractive metallurgy| Nuclear and plasma physics,-,Nuclear Reactor Safety and Efficiency,1255,45.389,Dynamics of Two-Phase Flow in Natural Circulation,11287,73.915,Very Good,UAM,1.0
