Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Bravo, Ana Luisa",57198247179,Expression of an alkane monooxygenase (alkB) gene and methyl tert-butyl ether co-metabolic oxidation in Pseudomonas citronellolis,"Bravo, A.L.| Sigala, J.C.| Le Borgne, S.| Morales, M.",4.0,57198247179| 12753347100| 7003917295| 7202590456,2015.0,2015-04-01,Biotechnology Letters,37,4,807-814,-,ISSN-01415492,15516.0,Journal,Kluwer Academic Publishers,English,0.7,48,3,42,0.598,40,1.15,46.0,7.0,0.21,9.75,49.0,61.0,0.0,0.0,"Bravo, A.L., Sigala, J.C., Le Borgne, S. and 1 more (...) (2015).Expression of an alkane monooxygenase (alkB) gene and methyl tert-butyl ether co-metabolic oxidation in Pseudomonas citronellolis. Biotechnology Letters,37(4) 807-814",https://www.scopus.com/record/display.url?eid=2-s2.0-84925536849&origin=resultslist,10.1007/s10529-014-1737-5,Article,,2-s2.0-84925536849,25432418,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080,Universidad Autónoma Metropolitana Unidad Cuajimalpa,57198247179,7202590456,7202590456,-,Mexico,1.0,1305| 1502| 2402,Biotechnology| Bioengineering| Applied Microbiology and Biotechnology,5| 2,Life Sciences & Medicine| Engineering & Technology,219| 507,Engineering - Chemical| Biological Sciences,32| 36,Life Sciences| Engineering,40| 31,Engineering| Biological Sciences,-,-,-,Microbial Solutions for Hydrocarbon Biodegradation,308,83.322,Biodegradation and Remediation of Methyl Tert-Butyl Ether,12280,63.951,Very Good,UAM,1.0
