Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Tamayo Guerrero, Nicolás",59207456000,TRUE INFINITY AND BAD INFINITY. HEGEL AND GERMAN PHILOSOPHY OF REFLECTION,"Tamayo Guerrero, N.| Moreno Mancipe, D.F.",2.0,59207456000| 58772446500,2024.0,2024-01-01,Universitas Philosophica,41,82,49-77,-,ISSN-23462426,21101193865.0,Journal,Pontificia Universidad Javeriana,Spanish,0.51,63,0.2,75,0.115,72,0.14,1.0,0.0,0.0,1.32,70.0,70.0,0.0,0.0,"Tamayo Guerrero, N., Moreno Mancipe, D.F. (2024).TRUE INFINITY AND BAD INFINITY. HEGEL AND GERMAN PHILOSOPHY OF REFLECTION. Universitas Philosophica,41(82) 49-77",https://www.scopus.com/record/display.url?eid=2-s2.0-85197688682&origin=resultslist,10.11144/Javeriana.uph41-82.ivim,Article,Gold|Green,2-s2.0-85197688682,-,Universidad Autónoma Metropolitana| Complutense University,505017| 312012,Academic,2.0,60014923| 60027282,Universidad Autónoma Metropolitana| Universidad Complutense de Madrid,59207456000,58772446500,58772446500,-,Mexico| Spain,2.0,1211,Philosophy,1,Arts & Humanities,138,Philosophy,33,Arts and Humanities,-,-,-,-,-,Philosophical Foundations of Ethics and Society,1158,5.755,Hegel's Philosophy of Freedom and Spirit,841,72.839,Defensible,Internacional,1.0
