Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Corona, Yolanda",56989923900,Children’s Perceptions of and Engagement in Urban Resilience in the United States and Mexico,"Derr, V.| Corona, Y.| Gülgönen, T.",3.0,36930914600| 56989923900| 57205555213,2019.0,2019-03-01,Journal of Planning Education and Research,39,1,7-17,-,ISSN-0739456X,13928.0,Journal,SAGE Publications Inc.,English,1.84,8,5.3,7,1.257,7,1.12,42.0,12.0,0.87,8.04,36.0,33.0,0.0,0.0,"Derr, V., Corona, Y., Gülgönen, T. (2019).Children’s Perceptions of and Engagement in Urban Resilience in the United States and Mexico. Journal of Planning Education and Research,39(1) 7-17",https://www.scopus.com/record/display.url?eid=2-s2.0-85060538565&origin=resultslist,10.1177/0739456X17723436,Article,,2-s2.0-85060538565,-,Universidad Autónoma Metropolitana| California State University Monterey Bay,505017| 702088,Academic,2.0,60006683| 60010210| 123016407,"California State University, Monterey Bay| Universidad Autónoma Metropolitana Unidad Xochimilco| Center of Mexican and Central-American Studies (CEMCA)",36930914600,57205555213,36930914600,-,Mexico| United States,2.0,3303| 3305| 3322,"Development| Geography, Planning and Development| Urban Studies",3,Social Sciences & Management,425| 106| 315,Geography| Architecture| Development Studies,40,Social Sciences,33| 39,Built Environment And Design| Education,3304| 3901,Urban and regional planning| Curriculum and pedagogy,SDG 1| SDG 11,Childhood Vulnerability and Rights in Diverse Contexts,1280,19.555,Geographies of Youth in Urban Spaces,6101,89.976,Very Good,Internacional,1.0
