Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Castro, A.",57214144746,"Effects of grain level on lamb performance, ruminal metabolism and leptin mRNA expression in perirenal adipose tissue","Hernández, P.A.| Mendoza, G.D.| Castro, A.| Lara, A.| Plata, F.X.| Martínez, J.A.| Ferraro, S.",7.0,7202206930| 7006056546| 57214144746| 57198056497| 9635011500| 55570653300| 24400846900,2017.0,2017-01-01,Animal Production Science,57,10,2001-2006,-,ISSN-18360939,16900154706.0,Journal,CSIRO,English,0.91,34,2.6,24,0.637,26,0.33,16.0,9.0,0.31,6.49,44.0,56.0,0.0,0.0,"Hernández, P.A., Mendoza, G.D., Castro, A. and 4 more (...) (2017).Effects of grain level on lamb performance, ruminal metabolism and leptin mRNA expression in perirenal adipose tissue. Animal Production Science,57(10) 2001-2006",https://www.scopus.com/record/display.url?eid=2-s2.0-85028625659&origin=resultslist,10.1071/AN15564,Article,,2-s2.0-85028625659,-,Universidad Autónoma Metropolitana| Universidad Autonoma del Estado de Mexico| Universidad Autonoma Chapingo,505017| 505051| 505047,Academic,3.0,60002281| 60010210| 60010597,Universidad Autónoma del Estado de México| Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad Autónoma Chapingo,7202206930,24400846900,7006056546,-,Mexico,1.0,1103| 1106,Animal Science and Zoology| Food Science,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,41| 31| 30,"Environmental Sciences| Biological Sciences| Agricultural, Veterinary And Food Sciences",-,-,-,Methane Reduction through Feed Supplementation Strategies,104,78.417,Starch Digestibility in Grain-Based Diets,23037,68.253,Weak,Nacional,3.0
