Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"López-Salguero, José Benito",57216887073,Identification of lipid raft glycoproteins obtained from boar spermatozoa,"López-Salguero, J.B.| Fierro, R.| Michalski, J.-C.| Jiménez-Morales, I.| Lefebvre, T.| Mondragón-Payne, O.| Baldini, S.F.| Vercoutter-Edouart, A.-S.| González-Márquez, H.",9.0,57216887073| 56013849800| 7102942184| 7102283122| 7005954493| 57216873242| 56513683800| 6603251718| 7801445359,2020.0,2020-08-01,Glycoconjugate Journal,37,4,499-509,-,ISSN-02820080,17513.0,Journal,Springer,English,0.87,39,4.7,47,0.737,50,0.67,15.0,8.0,0.32,15.54,45.0,57.0,0.0,0.0,"López-Salguero, J.B., Fierro, R., Michalski, J.-C. and 6 more (...) (2020).Identification of lipid raft glycoproteins obtained from boar spermatozoa. Glycoconjugate Journal,37(4) 499-509",https://www.scopus.com/record/display.url?eid=2-s2.0-85085085734&origin=resultslist,10.1007/s10719-020-09924-0,Article,Green,2-s2.0-85085085734,32367480,Universidad Autónoma Metropolitana| Université de Lille| CNRS,505017| 714076| 314004,Academic| Government,3.0,60014923| 60028381| 60104298| 60104665| 60008134,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Unité de Glycobiologie Structurale et Fonctionnelle (UGSF)| Université de Lille| CNRS Centre National de la Recherche Scientifique,57216887073,7801445359,56013849800,-,Mexico| France,2.0,1303| 1307| 1312,Biochemistry| Cell Biology| Molecular Biology,5,Life Sciences & Medicine,507,Biological Sciences,32,Life Sciences,31| 32,Biological Sciences| Biomedical And Clinical Sciences,3207| 3101,Medical microbiology| Biochemistry and cell biology,-,Sperm Quality and Male Fertility Factors,323,58.862,Mechanisms of Sperm Capacitation and Acrosome Reaction,3600,90.391,Very Good,Internacional,1.0
