Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Goicoechea, Julio",56646073500,Foreign trade of capital goods in the United States: A persistent deterioration,"Goicoechea, J.",1.0,56646073500,2017.0,2017-01-01,Revista de Economia Mundial,2017,47,139-156,-,ISSN-15760162,19700169301.0,Journal,Universidad de Huelva,English,0.38,72,0.6,30,0.203,25,1.1,35.0,0.0,0.0,4.41,82.0,72.0,0.0,0.0,"Goicoechea, J. (2017).Foreign trade of capital goods in the United States: A persistent deterioration. Revista de Economia Mundial,2017(47) 139-156",https://www.scopus.com/record/display.url?eid=2-s2.0-85044960655&origin=resultslist,-,Article,,2-s2.0-85044960655,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,56646073500,56646073500,Mexico,1.0,1202| 2002| 3301| 3305| 3313| 3320,"History| Economics and Econometrics| Social Sciences (miscellaneous)| Geography, Planning and Development| Transportation| Political Science and International Relations",1| 3,Arts & Humanities| Social Sciences & Management,126| 340| 106| 425| 317,History| Politics & International Studies| Architecture| Geography| Economics & Econometrics,33| 40| 35,Arts and Humanities| Social Sciences| Business and Economics,38| 35,"Economics| Commerce, Management, Tourism And Services",3502| 3801| 3899,"Banking, finance and investment| Applied economics| Other economics",-,Interconnections of Economic Growth and Environmental Impact,131,99.542,Exchange Rate Dynamics and Trade Balance Effects,5950,88.919,Very Good,Personal,1.0
