Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Urbina-Pastrana, Ariana",58024897000,"A Brief Review of Verbesina crocata (Cav.) Less., a Scantly Studied Medicinal Plant","Heyerdahl-Viau, I.| López-Naranjo, F.| Córdova-Moreno, R.| Urbina-Pastrana, A.| Martínez-Núñez, J.M.",5.0,58000315700| 6507465958| 56241199200| 58024897000| 47862025300,2023.0,2023-01-01,Research Journal of Pharmacognosy,10,1,51-56,-,ISSN-23454458,21101041508.0,Journal,Iranian Society of Pharmacognosy,English,0.3,78,1.1,73,0.219,65,0.86,15.0,1.0,0.13,7.61,65.0,72.0,0.0,0.0,"Heyerdahl-Viau, I., López-Naranjo, F., Córdova-Moreno, R. and 2 more (...) (2023).A Brief Review of Verbesina crocata (Cav.) Less., a Scantly Studied Medicinal Plant. Research Journal of Pharmacognosy,10(1) 51-56",https://www.scopus.com/record/display.url?eid=2-s2.0-85144384038&origin=resultslist,10.22127/RJP.2022.363697.1985,Article,,2-s2.0-85144384038,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,58000315700,47862025300,47862025300,-,Mexico,1.0,1605| 2707| 3002,Organic Chemistry| Complementary and Alternative Medicine| Drug Discovery,4| 2| 5,Natural Sciences| Engineering & Technology| Life Sciences & Medicine,532| 409| 249| 537,Medicine| Chemistry| Engineering - Petroleum| Pharmacy & Pharmacology,37| 34,Physical Sciences| Medical and Health,32| 42,Biomedical And Clinical Sciences| Health Sciences,3214| 3209| 4208,"Pharmacology and pharmaceutical sciences| Neurosciences| Traditional, complementary and integrative medicine",-,Antioxidant Compounds and Their Medicinal Potential,6,97.711,Galega and Verbesina: Agricultural and Medicinal Insights,71510,34.291,Definitive,UAM,1.0
