Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Flores-Gutiérrez, Socorro",57850040800,The challenge of integrating subnational governments in multilevel climate governance: the case of Mexico,"Soto-Montes-de-Oca, G.| Cruz-Bello, G.M.| Quiroz-Rosas, L.E.| Flores-Gutiérrez, S.",4.0,14322543100| 6506441133| 57192681441| 57850040800,2024.0,2024-01-01,"Territory, Politics, Governance",12,8,1114-1133,-,ISSN-21622671,21100463834.0,Journal,Routledge,English,1.64,10,5.5,9,0.891,12,1.1,35.0,6.0,0.96,4.16,24.0,30.0,0.0,0.0,"Soto-Montes-de-Oca, G., Cruz-Bello, G.M., Quiroz-Rosas, L.E. and 1 more (...) (2024).The challenge of integrating subnational governments in multilevel climate governance: the case of Mexico. Territory, Politics, Governance,12(8) 1114-1133",https://www.scopus.com/record/display.url?eid=2-s2.0-85136164188&origin=resultslist,10.1080/21622671.2022.2106298,Article,,2-s2.0-85136164188,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,14322543100,57850040800,14322543100,-,Mexico,1.0,3305| 3320,"Geography, Planning and Development| Political Science and International Relations",3,Social Sciences & Management,340| 425,Politics & International Studies| Geography,40,Social Sciences,33| 44,Built Environment And Design| Human Society,3304| 4406| 4408,Urban and regional planning| Human geography| Political science,SDG 11| SDG 13,Resilience Strategies for Climate Change and Disasters,438,92.871,Urban Climate Governance and Policy Adaptation,5741,96.949,Very Good,UAM,1.0
