Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Smith-Ávila, Selene",57577670300,Heterorhabditis indica (Nematoda: Rhabditida) a possible new biological control agent against the vector of Chagas disease,"Smith-Ávila, S.| Ibarra-Cerdeña, C.N.| Barranco-Florido, J.E.| Vidal-Martínez, V.M.",4.0,57577670300| 8273515100| 15721851600| 6603704795,2024.0,2024-08-01,Acta Tropica,256,-,-,107262,ISSN-0001706X,21288.0,Journal,Elsevier B.V.,English,0.99,30,4.8,30,0.752,10,0.76,8.0,1.0,0.24,4.18,56.0,61.0,0.0,0.0,"Smith-Ávila, S., Ibarra-Cerdeña, C.N., Barranco-Florido, J.E. and 1 more (...) (2024).Heterorhabditis indica (Nematoda: Rhabditida) a possible new biological control agent against the vector of Chagas disease. Acta Tropica,256",https://www.scopus.com/record/display.url?eid=2-s2.0-85194462469&origin=resultslist,10.1016/j.actatropica.2024.107262,Article,Hybrid gold,2-s2.0-85194462469,38801912,Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana,505002| 505017,Academic| Government,2.0,60014923| 60010531| 60017323| 60010210,Universidad Autónoma Metropolitana| CINVESTAV Unidad Merida| Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional| Universidad Autónoma Metropolitana Unidad Xochimilco,57577670300,6603704795,6603704795,-,Mexico,1.0,2405| 2725,Parasitology| Infectious Diseases,5,Life Sciences & Medicine,507| 532,Biological Sciences| Medicine,34| 32,Medical and Health| Life Sciences,42| 32| 31,Health Sciences| Biomedical And Clinical Sciences| Biological Sciences,-,-,SDG 2,Vector Control Strategies for Malaria and Filariasis,1138,33.29,Triatoma Vectors and Chagas Disease Dynamics,3347,85.658,Definitive,Nacional,2.0
