Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Sánchez, Mireya Villanueva",59306639900,"Ultrasound-Assisted Synthesis of Highly Dispersed Molybdophosphoric Acid on SBA-15 Catalysts for the Oxidation and Separation of 4,6-Dimethyldibenzothiopene","Sánchez, M.V.| Chen, L.| Noreña, L.E.| Fuente, N.D.L.| Albiter, E.| Valenzuela, M.A.| Wang, J.A.",7.0,59306639900| 35387778700| 15081224100| 59306935400| 57205281920| 56539434500| 7701323074,2024.0,2024-01-01,Chemical Engineering Transactions,110,-,433-438,-,ISSN-22839216,19600161818.0,Journal,Italian Association of Chemical Engineering - AIDIC,English,0.34,76,1.6,69,0.257,65,1.32,20.0,1.0,0.12,8.56,56.0,68.0,0.0,0.0,"Sánchez, M.V., Chen, L., Noreña, L.E. and 4 more (...) (2024).Ultrasound-Assisted Synthesis of Highly Dispersed Molybdophosphoric Acid on SBA-15 Catalysts for the Oxidation and Separation of 4,6-Dimethyldibenzothiopene. Chemical Engineering Transactions,110433-438",https://www.scopus.com/record/display.url?eid=2-s2.0-85202657022&origin=resultslist,10.3303/CET24110073,Article,,2-s2.0-85202657022,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60019176| 60006489| 60023193,Instituto Politécnico Nacional| Escuela Superior de Ingenieria Quimica e Industrias Extractivas| Universidad Autónoma Metropolitana - Azcapotzalco,59306639900,7701323074,35387778700| 15081224100,-,Mexico,1.0,1500,General Chemical Engineering,2,Engineering & Technology,219,Engineering - Chemical,36,Engineering,40,Engineering,4011| 4004,Environmental engineering| Chemical engineering,SDG 7,Polyoxometalates and Vanadium in Catalytic Applications,1104,35.383,Catalytic Innovations in Heteropolyoxometalate Chemistry,5520,82.874,Definitive,Nacional,2.0
