Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Salazar, José Luis Rangel",57196003836,The Sutherland potential in the context of the extended law of corresponding states,"Salazar, J.L.| Reyes, Y.",2.0,57196003836| 56000857300,2019.0,2019-11-15,Journal of Molecular Liquids,294,-,-,111606,ISSN-01677322,26965.0,Journal,Elsevier B.V.,English,1.39,15,8.1,8,0.883,17,0.49,17.0,2.0,0.17,11.55,67.0,67.0,0.0,0.0,"Salazar, J.L., Reyes, Y. (2019).The Sutherland potential in the context of the extended law of corresponding states. Journal of Molecular Liquids,294",https://www.scopus.com/record/display.url?eid=2-s2.0-85071439015&origin=resultslist,10.1016/j.molliq.2019.111606,Article,,2-s2.0-85071439015,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60112837,Universidad Autónoma Metropolitana-Lerma,57196003836,56000857300,56000857300,-,Mexico,1.0,1606| 1607| 2504| 2505| 3104| 3107,"Physical and Theoretical Chemistry| Spectroscopy| Electronic, Optical and Magnetic Materials| Materials Chemistry| Condensed Matter Physics| Atomic and Molecular Physics, and Optics",2| 4,Engineering & Technology| Natural Sciences,439| 249| 409| 433,Physics & Astronomy| Engineering - Petroleum| Chemistry| Materials Science,36| 37,Engineering| Physical Sciences,40| 34,Engineering| Chemical Sciences,4004| 3406,Chemical engineering| Physical chemistry,-,Interactions of Gas Hydrates and Colloidal Particles,605,46.501,Thermodynamic Properties of Complex Fluid Mixtures,12323,46.454,Definitive,UAM,1.0
