Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Francisca, Marcela Vazquez",57196062111,Presence of phthalates in bottled water sold in Mexico City and their migration when stored at different temperatures.,"Francisca, M.V.| Tolentino, R.G.| González, J.J.P.| Medina, A.C.E.| Martínez, J.G.R.| Vega, S.",6.0,57196062111| 56887881100| 57194042830| 7101621099| 57196072439| 55993740200,2017.0,2017-09-01,Tecnologia y Ciencias del Agua,8,5,91-103,-,ISSN-01878336,20500195022.0,Journal,Instituto Mexicano de Tecnologia del Agua,French,0.21,83,0.3,84,0.153,78,2.29,101.0,3.0,0.11,8.88,62.0,69.0,0.0,0.0,"Francisca, M.V., Tolentino, R.G., González, J.J.P. and 3 more (...) (2017).Presence of phthalates in bottled water sold in Mexico City and their migration when stored at different temperatures.. Tecnologia y Ciencias del Agua,8(5) 91-103",https://www.scopus.com/record/display.url?eid=2-s2.0-85031678152&origin=resultslist,10.24850/j-tyca-2017-05-06,Article,Gold|Green,2-s2.0-85031678152,-,Universidad Autónoma Metropolitana| Centro Nacional de Sanidad Agropecuaria,505017| 722363,Academic,2.0,60010210| 60077491| 60028381,Universidad Autónoma Metropolitana Unidad Xochimilco| Centro Nacional de Sanidad Agropecuaria| Universidad Autónoma Metropolitana -Unidad Iztapalapa,57196062111,55993740200,55993740200,-,Mexico| Cuba,2.0,2205| 2312,Civil and Structural Engineering| Water Science and Technology,2,Engineering & Technology,424| 220,Environmental Sciences| Engineering - Civil & Structural,37| 36,Physical Sciences| Engineering,37| 40,Earth Sciences| Engineering,4004| 3707| 3709,Chemical engineering| Hydrology| Physical geography and environmental geoscience,SDG 6,Environmental Impact of Pharmaceuticals and Contaminants,153,98.169,Phthalate Migration and Detection in Food Products,24612,91.121,Very Good,Internacional,1.0
