Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Gómez-Zúñiga, Andrea",59456374300,Methimazole-induced congenital hypothyroidism affects gonocytes differentiation and arrests meiosis: role of Sertoli cells,"Gómez-Zúñiga, A.| Landero-Huerta, D.A.| Rojas-Castañeda, J.C.| Sánchez-Huerta, K.| Contreras-García, I.J.| Reynoso-Robles, R.| Arteaga-Silva, M.| Vigueras-Villaseñor, R.M.",8.0,59456374300| 57200161624| 55995910200| 50162149700| 57204175687| 16022918000| 8654304700| 59662805000,2024.0,2024-01-01,Frontiers in Cell and Developmental Biology,12,-,-,1493872,ISSN-2296634X,21100826277.0,Journal,Frontiers Media SA,English,1.05,27,11.4,11,1.608,17,0.32,3.0,3.0,0.54,5.55,38.0,45.0,0.0,0.0,"Gómez-Zúñiga, A., Landero-Huerta, D.A., Rojas-Castañeda, J.C. and 5 more (...) (2024).Methimazole-induced congenital hypothyroidism affects gonocytes differentiation and arrests meiosis: role of Sertoli cells. Frontiers in Cell and Developmental Biology,12",https://www.scopus.com/record/display.url?eid=2-s2.0-85210952247&origin=resultslist,10.3389/fcell.2024.1493872,Article,Gold|Green,2-s2.0-85210952247,-,Universidad Autónoma Metropolitana| Instituto Nacional de Pediatria,505017| 505041,Government| Academic,2.0,60028381| 60004914,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Nacional de Pediatría,59456374300,59662805000,59662805000,-,Mexico,1.0,1307| 1309,Cell Biology| Developmental Biology,5,Life Sciences & Medicine,507,Biological Sciences,32,Life Sciences,32| 31,Biomedical And Clinical Sciences| Biological Sciences,-,-,-,Testicular and Germ Cell Tumors,745,20.209,Thyroid Hormone Influence on Testicular Function,43824,47.698,Definitive,Nacional,2.0
