Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Pinochet Cobos, Carla Pinochet",36522587500,The COVID crisis in the Chilean cultural sector: Collective action strategies and cultural policies from below,"Cobos, C.P.| Peters, T.| Guzmán, V.",3.0,36522587500| 59117064800| 57302463600,2021.0,2021-10-01,Revista de Estudios Sociales,-,78,14-35,-,ISSN-0123885X,5600155076.0,Journal,"Universidad de los Andes, Colombia",Spanish,1.12,26,1.2,10,0.213,22,2.8,47.0,11.0,1.57,3.82,34.0,17.0,0.0,0.0,"Cobos, C.P., Peters, T., Guzmán, V. (2021).The COVID crisis in the Chilean cultural sector: Collective action strategies and cultural policies from below. Revista de Estudios Sociales,(78) 14-35",https://www.scopus.com/record/display.url?eid=2-s2.0-85117479315&origin=resultslist,10.7440/RES78.2021.02,Article,Gold|Green,2-s2.0-85117479315,-,Universidad Autónoma Metropolitana| King's College London,505017| 315026,Academic,2.0,60014923| 60033387| 60011520,Universidad Autónoma Metropolitana| University of London| King's College London,36522587500,57302463600,-,-,United Kingdom| Mexico,2.0,1201| 1202| 3300| 3312| 3316| 3318,Arts and Humanities (miscellaneous)| History| General Social Sciences| Sociology and Political Science| Cultural Studies| Gender Studies,1| 3,Arts & Humanities| Social Sciences & Management,342| 311| 126,Sociology| Communication & Media Studies| History,40| 33,Social Sciences| Arts and Humanities,44,Human Society,4402| 4410| 4401,Criminology| Sociology| Anthropology,SDG 3,Cultural Dynamics in Urban Development and Creativity,1417,18.247,Cultural Dynamics in Creative Industry Work,9519,91.736,Very Good,Internacional,1.0
