Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Pozos-López, Luis Ángel",59509575500,"Unusual importance of insectivory in the diet of the Neotropical otter, Lontra annectens (Major, 1897) (Mammalia, Carnivora)","Pozos-López, L.Á.| González-Ruiz, N.| Ramírez-Pulido, J.",3.0,59509575500| 10041244600| 7801487409,2024.0,2024-01-01,Neotropical Biology and Conservation,19,4,505-516,-,ISSN-18099939,21100224446.0,Journal,Pensoft Publishers,English,0.66,52,1.5,61,0.301,55,0.0,0.0,1.0,0.25,3.93,56.0,60.0,0.0,0.0,"Pozos-López, L.Á., González-Ruiz, N., Ramírez-Pulido, J. (2024).Unusual importance of insectivory in the diet of the Neotropical otter, Lontra annectens (Major, 1897) (Mammalia, Carnivora). Neotropical Biology and Conservation,19(4) 505-516",https://www.scopus.com/record/display.url?eid=2-s2.0-85214680842&origin=resultslist,10.3897/neotropical.19.e131700,Article,Gold|Green,2-s2.0-85214680842,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 60014923,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana,59509575500,7801487409,10041244600,-,Mexico,1.0,1103| 1105| 1109| 1110| 2309,"Animal Science and Zoology| Ecology, Evolution, Behavior and Systematics| Insect Science| Plant Science| Nature and Landscape Conservation",5| 3,Life Sciences & Medicine| Social Sciences & Management,502| 424,Agriculture & Forestry| Environmental Sciences,32| 37,Life Sciences| Physical Sciences,41| 31,Environmental Sciences| Biological Sciences,4104| 3109| 3103,Environmental management| Zoology| Ecology,-,Bats and Their Ecological Interactions in Diverse Habitats,1373,13.996,Ecological Insights on Neotropical Otter Lontra Longicaudis,75602,52.537,Definitive,UAM,1.0
