Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"González, Graciela Carrillo",57226641684,"Energy transition, innovation, and direct uses of geothermal energy in Mexico: A thematic modeling analysis","Delgado, D.R.| Díaz López, F.J.| González, G.C.",3.0,57226650185| 55897089800| 57226641684,2021.0,2021-07-01,Problemas del Desarrollo,52,206,115-141,-,ISSN-03017036,23554.0,Journal,Universidad Nacional Autonoma de Mexico,Spanish,0.5,64,0.6,80,0.186,80,4.92,186.0,2.0,0.09,11.74,66.0,75.0,0.0,0.0,"Delgado, D.R., Díaz López, F.J., González, G.C. (2021).Energy transition, innovation, and direct uses of geothermal energy in Mexico: A thematic modeling analysis. Problemas del Desarrollo,52(206) 115-141",https://www.scopus.com/record/display.url?eid=2-s2.0-85112230902&origin=resultslist,10.22201/IIEC.20078951E.2021.206.69713,Article,Gold,2-s2.0-85112230902,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60010210| 126711078| 126709942| 126710854,Universidad Autónoma Metropolitana Unidad Xochimilco| Technopolis Group| Innovation for Sustainable Development Network| Universidad Stellenbosch,57226650185,57226641684,-,-,Mexico| France| Italy,3.0,2002| 3303,Economics and Econometrics| Development,3,Social Sciences & Management,317| 315,Economics & Econometrics| Development Studies,35| 40,Business and Economics| Social Sciences,38,Economics,3803| 3802| 3801,Economic theory| Econometrics| Applied economics,SDG 9,Innovation Systems and Regional Economic Development,245,67.56,Innovation Systems for Renewable Energy Development,18195,94.445,Very Good,Internacional,1.0
