Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Ramírez, José U.",57196030170,A Computational Approach to Studying Protein Folding Problems Considering the Crucial Role of the Intracellular Environment,"González-Pérez, P.P.| Orta, D.J.| Peña, I.| Flores, E.C.| Ramírez, J.U.| Beltrán, H.I.| Alas, S.J.",7.0,57216210100| 57196037809| 57196030690| 57196032545| 57196030170| 6603666134| 8560768100,2017.0,2017-10-01,Journal of Computational Biology,24,10,995-1013,-,ISSN-10665277,29581.0,Journal,Mary Ann Liebert Inc.,English,0.57,58,2,45,0.824,23,0.69,18.0,6.0,0.2,9.85,51.0,63.0,0.0,0.0,"González-Pérez, P.P., Orta, D.J., Peña, I. and 4 more (...) (2017).A Computational Approach to Studying Protein Folding Problems Considering the Crucial Role of the Intracellular Environment. Journal of Computational Biology,24(10) 995-1013",https://www.scopus.com/record/display.url?eid=2-s2.0-85031096904&origin=resultslist,10.1089/cmb.2016.0115,Article,,2-s2.0-85031096904,28177752,Universidad Autónoma Metropolitana,505017,Academic,1.0,60024080,Universidad Autónoma Metropolitana Unidad Cuajimalpa,57216210100,8560768100,8560768100,-,Mexico,1.0,1311| 1312| 1703| 2605| 2611,Genetics| Molecular Biology| Computational Theory and Mathematics| Computational Mathematics| Modeling and Simulation,4| 5| 2,Natural Sciences| Life Sciences & Medicine| Engineering & Technology,212| 507| 431,Computer Science & Information Systems| Biological Sciences| Mathematics,38| 32| 37,Computer Science| Life Sciences| Physical Sciences,31| 49| 46,Biological Sciences| Mathematical Sciences| Information And Computing Sciences,-,-,-,Innovative Approaches in Drug Discovery and Protein Structure,210,95.029,Macromolecular Crowding Effects on Protein Dynamics,13433,93.07,Very Good,UAM,1.0
