Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Jaramillo, Adriana Valeria",57291060200,Transparency in the Electoral Tribunal of the Judicial Power of the Federation of Mexico. An analysis from the standards of Open Government,"Torres, L.E.M.| Jaramillo, A.V.",2.0,57289839600| 57291060200,2021.0,2021-12-01,Revista Espanola de la Transparencia,-,13,71-83,-,ISSN-24442607,21101039870.0,Journal,Association of Professionals and Researchers of Transparency,Spanish,0.23,82,0.3,75,0.324,32,1.63,43.0,1.0,0.0,6.08,73.0,79.0,0.0,0.0,"Torres, L.E.M., Jaramillo, A.V. (2021).Transparency in the Electoral Tribunal of the Judicial Power of the Federation of Mexico. An analysis from the standards of Open Government. Revista Espanola de la Transparencia,(13) 71-83",https://www.scopus.com/record/display.url?eid=2-s2.0-85116852620&origin=resultslist,10.51915/RET.189,Article,Gold|Green,2-s2.0-85116852620,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381| 60014923,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Metropolitana,57289839600,57291060200,-,-,Mexico,1.0,3308| 3315| 3321,Law| Communication| Public Administration,3,Social Sciences & Management,328| 311| 340| 348,Law and Legal Studies| Communication & Media Studies| Politics & International Studies| Social Policy & Administration,40| 42,Social Sciences| Law,44| 48,Human Society| Law And Legal Studies,4407| 4404| 4803,Policy and administration| Development studies| International and comparative law,SDG 16,"Democracy, Trust, and Political Dynamics in Society",749,51.275,Electoral Integrity and Democratic Processes Worldwide,25686,68.813,Defensible,UAM,1.0
