Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Nicolás Antúnez, J.",57345995800,"Magnetite nanoparticles into Fe-BTC MOF as adsorbent material for the remediation of metal (Cu(II), Pb(II, As(III) and Hg(II)) ions-contaminated water","Castañeda-Ramírez, A.A.| Rojas-García, E.| López-Medina, R.| García-Martínez, D.C.| Nicolás- Antúnez, J.| Maubert-Franco, A.M.",6.0,57346650800| 57193556861| 35322846400| 57346650900| 57345995800| 56486124700,2022.0,2022-07-01,Catalysis Today,394-396,-,94-102,-,ISSN-09205861,16377.0,Journal,Elsevier B.V.,English,1.08,26,11.9,10,1.053,15,2.44,64.0,59.0,2.27,20.72,4.0,11.0,0.0,0.0,"Castañeda-Ramírez, A.A., Rojas-García, E., López-Medina, R. and 3 more (...) (2022).Magnetite nanoparticles into Fe-BTC MOF as adsorbent material for the remediation of metal (Cu(II), Pb(II, As(III) and Hg(II)) ions-contaminated water. Catalysis Today,394-39694-102",https://www.scopus.com/record/display.url?eid=2-s2.0-85119427070&origin=resultslist,10.1016/j.cattod.2021.11.007,Article,,2-s2.0-85119427070,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193| 60028381,Universidad Autónoma Metropolitana - Azcapotzalco| Universidad Autónoma Metropolitana -Unidad Iztapalapa,57346650800,56486124700,57346650800,-,Mexico,1.0,1503| 1600,Catalysis| General Chemistry,2| 4,Engineering & Technology| Natural Sciences,219| 409| 249,Engineering - Chemical| Chemistry| Engineering - Petroleum,36| 37,Engineering| Physical Sciences,40| 34,Engineering| Chemical Sciences,-,-,SDG 6,Metal-Organic Frameworks in Environmental Applications,99,98.496,Metal-Organic Frameworks for Water Contaminant Removal,15456,99.479,Very Good,UAM,1.0
