Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Martínez, Rosa María",57204820525,"Reduction of substituted benzaldehydes, acetophenone and 2-acetylpyridine using bean seeds as crude reductase enzymes","Solís, A.| Martínez, R.M.| Cervantes, F.| Pérez, H.I.| Manjarrez, N.| Solís, M.",6.0,7003882354| 57204820525| 57202360396| 7102956229| 6603164476| 57204815064,2019.0,2019-03-04,Biocatalysis and Biotransformation,37,2,152-157,-,ISSN-10242422,15393.0,Journal,Taylor and Francis Ltd,English,0.51,64,2.2,58,0.299,64,0.7,24.0,5.0,0.12,16.38,54.0,70.0,0.0,0.0,"Solís, A., Martínez, R.M., Cervantes, F. and 3 more (...) (2019).Reduction of substituted benzaldehydes, acetophenone and 2-acetylpyridine using bean seeds as crude reductase enzymes. Biocatalysis and Biotransformation,37(2) 152-157",https://www.scopus.com/record/display.url?eid=2-s2.0-85057340082&origin=resultslist,10.1080/10242422.2018.1510492,Article,,2-s2.0-85057340082,-,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,505017| 505011,Academic,2.0,60014923| 60019176,Universidad Autónoma Metropolitana| Instituto Politécnico Nacional,7003882354,57204815064,7003882354,-,Mexico,1.0,1303| 1305| 1503,Biochemistry| Biotechnology| Catalysis,5| 2,Life Sciences & Medicine| Engineering & Technology,507| 219| 249,Biological Sciences| Engineering - Chemical| Engineering - Petroleum,32| 36,Life Sciences| Engineering,40| 31,Engineering| Biological Sciences,4011| 3106,Environmental engineering| Industrial biotechnology,-,Lipase Enzymes in Biocatalytic Applications,867,49.379,Chiral Alcohol Synthesis through Biocatalytic Reduction,4056,86.043,Definitive,Nacional,2.0
