Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Córdoba, Alfredo Trejo",57212471224,Chemical composition and in situ ruminal disappearance of sorghum silages grown in the mexican humid tropic,"Ordoñes, S.R.| Villalbazo, V.M.M.| Córdoba, A.T.| Bautista, J.H.| Villalobos, G.V.",5.0,14525378600| 57212466518| 57212471224| 54383468800| 49862408300,2019.0,2019-07-01,Revista de la Facultad de Ciencias Agrarias,51,2,353-366,-,ISSN-03704661,19600161819.0,Journal,Universidad Nacional de Cuyo,English,0.75,47,1.3,59,0.21,73,0.48,13.0,5.0,0.22,9.14,54.0,64.0,0.0,0.0,"Ordoñes, S.R., Villalbazo, V.M.M., Córdoba, A.T. and 2 more (...) (2019).Chemical composition and in situ ruminal disappearance of sorghum silages grown in the mexican humid tropic. Revista de la Facultad de Ciencias Agrarias,51(2) 353-366",https://www.scopus.com/record/display.url?eid=2-s2.0-85076759382&origin=resultslist,-,Article,,2-s2.0-85076759382,-,Universidad Autónoma Metropolitana| Universidad del Papaloapan| Universidad Autonoma Benito Juarez de Oaxaca| Universidad Autónoma de Chihuahua,505017| 714298| 707222| 713589,Academic,4.0,60084236| 60028381| 60018506| 60022916,Universidad del Papaloapan| Universidad Autónoma Metropolitana -Unidad Iztapalapa| Universidad Autónoma Benito Juárez de Oaxaca| Universidad Autónoma de Chihuahua,14525378600,49862408300,14525378600,-,Mexico,1.0,1102| 1110,Agronomy and Crop Science| Plant Science,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,31| 30,"Biological Sciences| Agricultural, Veterinary And Food Sciences",3008| 3004| 3109,Horticultural production| Crop and pasture production| Zoology,-,Methane Reduction through Feed Supplementation Strategies,104,78.417,Nutritional Dynamics of Corn Silage Varieties,42068,61.442,Very Good,Nacional,4.0
