Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"López, Pamela Gómez",59533632400,What will happen to the internationalization of higher education and student mobility after Covid-19?,"López, P.G.",1.0,59533632400,2020.0,2020-01-01,Revista Digital de Investigacion en Docencia Universitaria,14,2,-,e1348,ISSN-22232516,21101271735.0,Journal,Universidad Peruana de Ciencias Aplicadas,English,-,-,-,-,-,-,0.0,20.0,6.0,0.36,5.48,50.0,54.0,0.0,35.0,"López, P.G. (2020).What will happen to the internationalization of higher education and student mobility after Covid-19?. Revista Digital de Investigacion en Docencia Universitaria,14(2) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85131778608&origin=resultslist,10.19083/ridu.2020.1348,Article,Gold|Green,2-s2.0-85131778608,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923,Universidad Autónoma Metropolitana,-,-,59533632400,59533632400,Mexico,1.0,3204| 3304| 3316,Developmental and Educational Psychology| Education| Cultural Studies,3,Social Sciences & Management,318| 541| 311,Education & Training| Psychology| Communication & Media Studies,39| 41| 40,Psychology| Education Studies| Social Sciences,-,-,-,-,SDG 3,"COVID-19, Its Impact, and Vaccination",1,99.935,Risk Perception and Public Health in COVID-19,7053,97.891,Definitive,Personal,1.0
