Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Hernandez-Lopez, Laura Angélica",57210786573,An index to prioritize the preventive maintenance of medical equipment,"Hernández-López, L.A.| Pimentel-Aguilar, A.B.| Ortiz-Posadas, M.R.",3.0,57210786573| 23390095400| 6603250154,2020.0,2020-03-01,Health and Technology,10,2,399-403,-,ISSN-21907188,19700182124.0,Journal,Springer Science and Business Media Deutschland GmbH,English,0.73,49,2.5,60,0.247,73,1.92,63.0,26.0,1.09,13.75,19.0,25.0,0.0,0.0,"Hernández-López, L.A., Pimentel-Aguilar, A.B., Ortiz-Posadas, M.R. (2020).An index to prioritize the preventive maintenance of medical equipment. Health and Technology,10(2) 399-403",https://www.scopus.com/record/display.url?eid=2-s2.0-85071468088&origin=resultslist,10.1007/s12553-019-00371-y,Article,Bronze|Green,2-s2.0-85071468088,-,Universidad Autónoma Metropolitana| Instituto Nacional de Enfermedades Respiratorias,505017| 505037,Academic| Government,2.0,60028381| 60008205,Universidad Autónoma Metropolitana -Unidad Iztapalapa| Instituto Nacional de Enfermedades Respiratorias,57210786573,6603250154,6603250154,-,Mexico,1.0,1305| 1502| 2204| 2402,Biotechnology| Bioengineering| Biomedical Engineering| Applied Microbiology and Biotechnology,2| 5,Engineering & Technology| Life Sciences & Medicine,219| 507,Engineering - Chemical| Biological Sciences,36| 32,Engineering| Life Sciences,42,Health Sciences,4202| 4203,Epidemiology| Health services and systems,SDG 3,Enhancing Patient Safety through Medication Management,26,76.978,Management of Medical Equipment in Healthcare Systems,28066,77.693,Definitive,Nacional,2.0
