Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Barrios-Gómez, Kinberly Montserrat",57208422662,Spatial distribution of bat richness in Mexico at different taxonomic levels: Biogeographical and conservation implications,"Barrios-Gómez, K.M.| López-Wilchis, R.| Díaz-Larrea, J.| Guevara-Chumacero, L.M.",4.0,57208422662| 6506734916| 21740970400| 56013529500,2019.0,2019-01-01,Therya,10,1,11-24,-,ISSN-20073364,21100469599.0,Journal,Asociacion Mexicana de Mastozoologia,English,0.48,67,1.1,65,0.296,62,0.84,16.0,8.0,0.83,6.05,45.0,34.0,0.0,0.0,"Barrios-Gómez, K.M., López-Wilchis, R., Díaz-Larrea, J. and 1 more (...) (2019).Spatial distribution of bat richness in Mexico at different taxonomic levels: Biogeographical and conservation implications. Therya,10(1) 11-24",https://www.scopus.com/record/display.url?eid=2-s2.0-85064752588&origin=resultslist,10.12933/therya-19-611,Article,Gold|Green,2-s2.0-85064752588,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60014923| 60028381,Universidad Autónoma Metropolitana| Universidad Autónoma Metropolitana -Unidad Iztapalapa,57208422662,56013529500,6506734916,-,Mexico,1.0,1103,Animal Science and Zoology,5,Life Sciences & Medicine,502,Agriculture & Forestry,32,Life Sciences,41| 31,Environmental Sciences| Biological Sciences,4104| 3103| 3109,Environmental management| Ecology| Zoology,SDG 15,Bats and Their Ecological Interactions in Diverse Habitats,1373,13.996,Diversity and Ecological Roles of Neotropical Bats,3675,82.098,Defensible,UAM,1.0
