Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Sánchez, David",58242038000,Between complying and learning: experiences of rural youth in higher education during the pandemic,"Sánchez, D.S.| Aguayo, Y.T.",2.0,58242038000| 58242262500,2023.0,2023-01-01,Civitas,23,1,-,e-42262,ISSN-15196089,21100877661.0,Journal,Editora Universitaria da PUCRS,Spanish,0.36,74,0.4,52,0.139,52,1.72,30.0,1.0,0.25,3.99,65.0,63.0,0.0,0.0,"Sánchez, D.S., Aguayo, Y.T. (2023).Between complying and learning: experiences of rural youth in higher education during the pandemic. Civitas,23(1) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85158900178&origin=resultslist,10.15448/1984-7289.2023.1.42262,Article,Gold|Green,2-s2.0-85158900178,-,Universidad Autónoma Metropolitana| Universidad de Guadalajara,505017| 505019,Academic,2.0,60010210| 60008943| 129662223| 129663429,Universidad Autónoma Metropolitana Unidad Xochimilco| Universidad de Guadalajara| Psicología Social Cucs-UDG. Maestro en Psicología Social (UAQ)| Educación en el área de Docencia e Investigación por la Universidad Santander. Ingeniera en Innovación Agrícola Sustentable (TECMM),58242038000,58242262500,-,-,Mexico,1.0,3303| 3312| 3314| 3316,Development| Sociology and Political Science| Anthropology| Cultural Studies,3,Social Sciences & Management,315| 304| 311| 342,Development Studies| Anthropology| Communication & Media Studies| Sociology,40,Social Sciences,44,Human Society,4408| 4410| 4401,Political science| Sociology| Anthropology,SDG 2| SDG 8| SDG 12,Internationalization and Quality in Higher Education Systems,908,60.432,Transformations in Mexican Higher Education Policies,26517,45.978,Defensible,Nacional,2.0
