Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Hernández-García, Daniel Alberto",57209007688,Peak seismic demands on soft and weak stories models designed for required code nominal strength,"Tena-Colunga, A.| Hernández-García, D.A.",2.0,6603732003| 57209007688,2020.0,2020-02-01,Soil Dynamics and Earthquake Engineering,129,-,-,105698,ISSN-02677261,28960.0,Journal,Elsevier Ltd,English,1.97,7,5.7,15,1.444,9,0.85,36.0,18.0,0.8,12.43,26.0,34.0,0.0,0.0,"Tena-Colunga, A., Hernández-García, D.A. (2020).Peak seismic demands on soft and weak stories models designed for required code nominal strength. Soil Dynamics and Earthquake Engineering,129",https://www.scopus.com/record/display.url?eid=2-s2.0-85066272115&origin=resultslist,10.1016/j.soildyn.2019.05.037,Article,,2-s2.0-85066272115,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60023193,Universidad Autónoma Metropolitana - Azcapotzalco,6603732003,57209007688,6603732003,-,Mexico,1.0,1111| 1909| 2205,Soil Science| Geotechnical Engineering and Engineering Geology| Civil and Structural Engineering,5| 4| 2,Life Sciences & Medicine| Natural Sciences| Engineering & Technology,416| 450| 451| 220| 502| 249| 247,Earth & Marine Sciences| Geology| Geophysics| Engineering - Civil & Structural| Agriculture & Forestry| Engineering - Petroleum| Engineering - Mineral & Mining,37| 36| 32,Physical Sciences| Engineering| Life Sciences,40,Engineering,4005,Civil engineering,SDG 11,Seismic Response and Ground Motion Modeling Insights,1076,33.944,Seismic Ground Motion and Structural Resilience in Mexico,50198,52.014,Defensible,UAM,1.0
