Autor,Scopus author ID,Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength,Colaboracion,Number of national institutions
"Alcantar-Morales, Sarahí Lissete",59511252400,Kinetics and microbiology of pulp silage from decorticated Agave salmiana leaves,"Alcantar-Morales, S.L.| Ramírez-Ortiz, A.| Gallardo-Martínez, D.| Favela-Torres, E.| Cruz-Guerrero, A.E.| Viniegra-González, G.",6.0,59511252400| 59511131600| 58957241000| 6603679732| 6506493418| 7003495000,2024.0,2024-10-01,Mexican Journal of Biotechnology,9,4,14-29,-,ISSN-24486590,21101000287.0,Journal,Universidad Autonoma de Tlaxcala,English,0.11,92,1.4,78,0.145,89,1.2,16.0,0.0,0.0,6.64,70.0,70.0,0.0,0.0,"Alcantar-Morales, S.L., Ramírez-Ortiz, A., Gallardo-Martínez, D. and 3 more (...) (2024).Kinetics and microbiology of pulp silage from decorticated Agave salmiana leaves. Mexican Journal of Biotechnology,9(4) 14-29",https://www.scopus.com/record/display.url?eid=2-s2.0-85214811987&origin=resultslist,10.29267/mxjb.2024.9.4.14,Article,Bronze,2-s2.0-85214811987,-,Universidad Autónoma Metropolitana,505017,Academic,1.0,60028381,Universidad Autónoma Metropolitana -Unidad Iztapalapa,59511252400,7003495000,7003495000,-,Mexico,1.0,1305| 1312| 2402,Biotechnology| Molecular Biology| Applied Microbiology and Biotechnology,5,Life Sciences & Medicine,507,Biological Sciences,32,Life Sciences,31| 30| 51,"Biological Sciences| Agricultural, Veterinary And Food Sciences| Physical Sciences",3006| 5199| 3106,Food sciences| Other physical sciences| Industrial biotechnology,SDG 15,Probiotics and Their Impact on Health,525,88.031,Agave Fructans as Functional Food Ingredients,89263,71.711,Definitive,UAM,1.0
